Bottom Elev (ft),Top Elev (ft),Trail Name,Vertical Drop (ft),Difficulty,Resort,Slope Length (ft),Average Steepness
6706.0,8314.0,Lower Sublette Ridge,1608.0,blue,Jackson Hole,3168.0,0.5075757575757576
6978.0,8983.0,Middle Hoback,2005.0,blue,Jackson Hole,3695.9999999999995,0.5424783549783551
7733.0,8399.0,Moran Woods,669.0,blue,Jackson Hole,1425.6000000000001,0.46927609427609424
6621.0,8009.0,North Colter Ridge,1388.0,blue,Jackson Hole,2904.0000000000005,0.477961432506887
6900.0,9101.0,North Hoback,2201.0,blue,Jackson Hole,4857.6,0.45310441370223975
6873.0,7907.0,North Hoback Cut,1037.0,blue,Jackson Hole,1900.8,0.5455597643097643
8865.0,9252.0,Pair-a-Chutes,387.0,blue,Jackson Hole,633.6,0.6107954545454545
7090.0,8133.0,Pathfinder,1043.0,blue,Jackson Hole,2428.8,0.4294301712779973
8287.0,9442.0,Pepi's Run,1155.0,blue,Jackson Hole,2798.4,0.41273584905660377
8074.0,9062.0,Ranger,988.0,blue,Jackson Hole,2376.0,0.4158249158249158
6637.0,8238.0,Rawlins Bowl,1601.0,blue,Jackson Hole,3484.8,0.4594237832874196
9619.0,10420.0,Rendevous Bowl,801.0,blue,Jackson Hole,1847.9999999999998,0.4334415584415585
7943.0,8747.0,Riverton Bowl,804.0,blue,Jackson Hole,1531.1999999999998,0.5250783699059561
6837.0,7139.0,Saratoga Bowl Traverse,302.0,blue,Jackson Hole,1689.6000000000001,0.17874053030303028
7054.0,7310.0,Secret Slope,256.0,blue,Jackson Hole,739.2,0.3463203463203463
8976.0,9327.0,Snag Tree,351.0,blue,Jackson Hole,739.2,0.4748376623376623
6608.0,8202.0,South Colter Ridge,1598.0,blue,Jackson Hole,3484.8,0.4585629017447199
7014.0,8898.0,South Hoback,1883.0,blue,Jackson Hole,3854.4,0.48853258613532585
8927.0,9262.0,Split Rock,335.0,blue,Jackson Hole,739.2,0.45319264069264065
7677.0,8169.0,Surprise,492.0,blue,Jackson Hole,1056.0,0.4659090909090909
8960.0,9334.0,Table Rock,371.0,blue,Jackson Hole,844.8000000000001,0.43915719696969696
9259.0,9892.0,Tensleep,633.0,blue,Jackson Hole,3537.6000000000004,0.17893487109905018
8081.0,8717.0,Thunder,636.0,blue,Jackson Hole,1267.2,0.5018939393939393
7759.0,8999.0,Upper Kemmerer,1240.0,blue,Jackson Hole,2481.6,0.49967762733720184
8914.0,9501.0,Wally World,587.0,blue,Jackson Hole,1742.4,0.3368916437098255
8524.0,8875.0,Alta Chutes,351.0,blue,Jackson Hole,633.6,0.5539772727272727
8812.0,9370.0,Beartooth,558.0,blue,Jackson Hole,844.8000000000001,0.6605113636363635
9091.0,9583.0,Central Chute,492.0,blue,Jackson Hole,1108.8,0.44372294372294374
9649.0,10256.0,Corbet's Couloir,607.0,blue,Jackson Hole,1003.2,0.6050637958532695
8891.0,9124.0,Dayton Bowl,233.0,blue,Jackson Hole,580.8,0.40117079889807167
9114.0,9616.0,Expert Chutes,502.0,blue,Jackson Hole,1003.2,0.5003987240829346
8652.0,9255.0,Fremont,604.0,blue,Jackson Hole,1108.8,0.5447330447330447
8734.0,9327.0,Greybull,594.0,blue,Jackson Hole,1056.0,0.5625
8212.0,8652.0,Grizzly Glade,440.0,blue,Jackson Hole,950.4,0.46296296296296297
8373.0,8737.0,Hoops Gap,364.0,blue,Jackson Hole,522.0,0.6973180076628352
8573.0,8953.0,Liar's Slide,377.0,blue,Jackson Hole,633.6,0.5950126262626262
8842.0,9180.0,Limber Pine Chute,338.0,blue,Jackson Hole,792.0,0.42676767676767674
8862.0,9354.0,Moccasin,492.0,blue,Jackson Hole,686.4,0.7167832167832168
8271.0,8789.0,Moran Face,518.0,blue,Jackson Hole,844.8000000000001,0.6131628787878788
8445.0,9186.0,Paint Brush,741.0,blue,Jackson Hole,1320.0,0.5613636363636364
8865.0,9344.0,Sheridan Bowl,476.0,blue,Jackson Hole,897.6,0.5303030303030303
8796.0,9170.0,Shot 7,374.0,blue,Jackson Hole,580.8,0.643939393939394
9183.0,9442.0,Shot 8,259.0,blue,Jackson Hole,467.0,0.5546038543897216
9104.0,9409.0,Shot 9,305.0,blue,Jackson Hole,580.8,0.525137741046832
8442.0,9154.0,Tower Three Chute,712.0,blue,Jackson Hole,1161.6,0.6129476584022039
8255.0,8770.0,Washakie Glade,515.0,blue,Jackson Hole,950.4,0.5418771043771043
6470.0,6558.0,Antelope Flats Terrain Park,85.0,blue,Jackson Hole,580.8,0.1463498622589532
7388.0,7569.0,Ashley Ridge Terrain Park,180.0,blue,Jackson Hole,417.0,0.4316546762589928
6470.0,6660.0,Bronco Terrain Park,190.0,blue,Jackson Hole,1267.2,0.14993686868686867
8219.0,8461.0,Campground Terrain Park,243.0,blue,Jackson Hole,1003.2,0.24222488038277512
7211.0,7365.0,Deer Flats Terrain Park,154.0,blue,Jackson Hole,429.0,0.358974358974359
6424.0,6588.0,Eagle's Reef Terrain Park,164.0,blue,Jackson Hole,1108.8,0.1479076479076479
6844.0,7093.0,Half Pipe,249.0,blue,Jackson Hole,739.2,0.33685064935064934
7398.0,7799.0,Nastar Race Arena,400.0,blue,Jackson Hole,1214.4,0.3293807641633728
6404.0,6811.0,Antelope Flats,407.0,black,Jackson Hole,2640.0,0.15416666666666667
6385.0,6624.0,Eagle's Rest,240.0,black,Jackson Hole,1636.8,0.1466275659824047
6453.0,6864.0,Lower South Pass Traverse,410.0,black,Jackson Hole,3009.6,0.1362307283359915
6368.0,6867.0,Lower Tweeinot 1,499.0,black,Jackson Hole,3432.0,0.1453962703962704
6565.0,6778.0,Lower Tweeinot 2,210.0,black,Jackson Hole,1214.4,0.17292490118577075
6385.0,6739.0,Lower Werner,354.0,black,Jackson Hole,2481.6,0.14264990328820115
6385.0,6601.0,Pooh Bear,217.0,black,Jackson Hole,1742.4,0.1245408631772268
7930.0,8658.0,Ampitheatre,728.0,black,Jackson Hole,2692.8,0.2703505644682115
8186.0,8530.0,Ampitheatre Traverse,344.0,black,Jackson Hole,3748.7999999999997,0.09176269739650023
7369.0,7762.0,Blacktail,394.0,black,Jackson Hole,950.4,0.4145622895622896
7126.0,7477.0,Buck Run,351.0,black,Jackson Hole,1108.8,0.3165584415584416
8202.0,8445.0,Camp Ground,243.0,black,Jackson Hole,950.4,0.2556818181818182
8724.0,8986.0,Cirque Gully,262.0,black,Jackson Hole,844.8000000000001,0.31013257575757575
8222.0,9022.0,Crags,801.0,black,Jackson Hole,2534.4,0.31605113636363635
7959.0,8383.0,Croaky Point,423.0,black,Jackson Hole,1214.4,0.3483201581027668
6362.0,6453.0,Eagle's Rest Cutoff,92.0,black,Jackson Hole,1161.6,0.07920110192837466
7510.0,8481.0,Easy Does It,968.0,black,Jackson Hole,3379.2000000000003,0.2864583333333333
7060.0,7251.0,FIS,190.0,black,Jackson Hole,380.0,0.5
7999.0,9354.0,Gannett,1355.0,black,Jackson Hole,3220.7999999999997,0.4207029309488326
8314.0,9190.0,Grand,876.0,black,Jackson Hole,1953.6,0.4484029484029484
9593.0,9902.0,Hanging Rock,308.0,black,Jackson Hole,1795.2,0.1715686274509804
6677.0,7398.0,Hanna,719.0,black,Jackson Hole,2164.7999999999997,0.33213229859571325
8681.0,9265.0,Horn's Hole Traverse,584.0,black,Jackson Hole,3643.2,0.16029863855950813
8730.0,9003.0,Jerry's Way,272.0,black,Jackson Hole,792.0,0.3434343434343434
8264.0,9350.0,Laramie Bowl,1086.0,black,Jackson Hole,2956.8,0.367288961038961
9357.0,9590.0,Laramie Traverse,233.0,black,Jackson Hole,3432.0,0.0678904428904429
6470.0,8894.0,Lower Gros Ventre,2425.0,black,Jackson Hole,1.31,1851.1450381679388
7290.0,7746.0,Lower Kemmerer,456.0,black,Jackson Hole,1267.2,0.35984848484848486
6811.0,7927.0,Lower Tram Line,1115.0,black,Jackson Hole,2745.6,0.4061043123543124
8786.0,9075.0,Lupine Way,292.0,black,Jackson Hole,2059.2000000000003,0.1418026418026418
6742.0,7848.0,Middle Werner,1106.0,black,Jackson Hole,3379.2000000000003,0.3272964015151515
7320.0,7815.0,Moran,492.0,black,Jackson Hole,1584.0,0.3106060606060606
8399.0,8550.0,Moran Traverse,151.0,black,Jackson Hole,1372.8,0.1099941724941725
7201.0,7552.0,Nez Perce,351.0,black,Jackson Hole,739.2,0.4748376623376623
8402.0,8668.0,Nez Perce Traverse,269.0,black,Jackson Hole,2745.6,0.09797494172494173
8284.0,9590.0,Rendevous Trail,1302.0,black,Jackson Hole,5227.2,0.24908172635445364
6591.0,7493.0,Slalom,902.0,black,Jackson Hole,2428.8,0.3713768115942029
7641.0,8474.0,Sleeping Indian,833.0,black,Jackson Hole,2059.2000000000003,0.40452602952602945
6870.0,8274.0,South Pass Traverse,1407.0,black,Jackson Hole,2.41,583.8174273858921
6690.0,8386.0,St. Johns,1699.0,black,Jackson Hole,1.02,1665.686274509804
6365.0,9088.0,Sundance,2726.0,black,Jackson Hole,1.6,1703.75
7516.0,8524.0,Sundog,1007.0,black,Jackson Hole,3115.2,0.32325372367745253
7884.0,8402.0,Symmetry,518.0,black,Jackson Hole,1531.1999999999998,0.33829676071055387
6870.0,7106.0,Teewinot Gully,236.0,black,Jackson Hole,739.2,0.31926406926406925
7579.0,8196.0,Teton Traverse,614.0,black,Jackson Hole,1.05,584.7619047619047
7520.0,8419.0,Togwotee Pass Traverse,899.0,black,Jackson Hole,1.14,788.5964912280702
6496.0,6759.0,U.P. Connection,262.0,black,Jackson Hole,1636.8,0.16006842619745845
6516.0,6995.0,Union Pass Traverse,479.0,black,Jackson Hole,4012.8,0.11936802232854864
7418.0,7644.0,Upper Ashley Ridge,223.0,black,Jackson Hole,792.0,0.2815656565656566
7146.0,7887.0,Upper Teewinot,741.0,black,Jackson Hole,1742.4,0.4252754820936639
7851.0,8287.0,Upper Werner,436.0,black,Jackson Hole,1584.0,0.27525252525252525
6365.0,6890.0,Way Home,525.0,black,Jackson Hole,4382.4,0.1197973713033954
7654.0,9019.0,Wide Open,1365.0,black,Jackson Hole,3220.7999999999997,0.4238077496274218
7477.0,7949.0,Avalanche,472.0,black,Jackson Hole,1214.4,0.38866930171277997
6670.0,7418.0,Beaver Tooth,745.0,black,Jackson Hole,2006.4,0.37131180223285487
9058.0,9360.0,Bernie's Bowl,302.0,black,Jackson Hole,739.2,0.40854978354978355
7110.0,8392.0,Big Horn,1283.0,black,Jackson Hole,2587.2,0.4959029066171924
8963.0,9505.0,Bird In The Hand,541.0,black,Jackson Hole,1056.0,0.5123106060606061
9072.0,9373.0,Bivouac,302.0,black,Jackson Hole,633.6,0.47664141414141414
8993.0,9249.0,Broadway,256.0,black,Jackson Hole,633.6,0.40404040404040403
6624.0,8025.0,Buffalo Bowl,1398.0,black,Jackson Hole,2798.4,0.49957118353344765
8205.0,8862.0,Cascade,656.0,black,Jackson Hole,1214.4,0.5401844532279314
8484.0,8934.0,Casper Traverse,446.0,black,Jackson Hole,1636.8,0.27248289345063537
9088.0,9528.0,Cheyenne Bowl,443.0,black,Jackson Hole,1161.6,0.381370523415978
7762.0,8468.0,Cheyenne Gully,705.0,black,Jackson Hole,1689.6000000000001,0.4172585227272727
8832.0,9577.0,Coombs,745.0,black,Jackson Hole,1267.2,0.5879103535353535
7034.0,7257.0,Cowboy Couloir,223.0,black,Jackson Hole,444.0,0.5022522522522522
7149.0,8409.0,Crowheart,1260.0,black,Jackson Hole,2376.0,0.5303030303030303
6808.0,8146.0,Dicks Ditch,1339.0,black,Jackson Hole,4065.6,0.3293486816214089
9547.0,9908.0,Dog Face,361.0,black,Jackson Hole,686.4,0.5259324009324009
8993.0,9459.0,Downhill,466.0,black,Jackson Hole,1214.4,0.38372859025032935
6808.0,7346.0,Elk Alley,538.0,black,Jackson Hole,1531.1999999999998,0.35135841170323934
8615.0,9436.0,Flip Point,817.0,black,Jackson Hole,1531.1999999999998,0.5335684430512018
6703.0,7418.0,Jackson Face,712.0,black,Jackson Hole,1795.2,0.3966131907308378
7211.0,7497.0,Jackson Face Cut,285.0,black,Jackson Hole,686.4,0.4152097902097902
7021.0,7369.0,Lower Ashley Ridge,348.0,black,Jackson Hole,844.8000000000001,0.4119318181818181
6706.0,8314.0,Lower Sublette Ridge,1608.0,black,Jackson Hole,3168.0,0.5075757575757576
6978.0,8983.0,Middle Hoback,2005.0,black,Jackson Hole,3695.9999999999995,0.5424783549783551
7733.0,8399.0,Moran Woods,669.0,black,Jackson Hole,1425.6000000000001,0.46927609427609424
6621.0,8009.0,North Colter Ridge,1388.0,black,Jackson Hole,2904.0000000000005,0.477961432506887
6900.0,9101.0,North Hoback,2201.0,black,Jackson Hole,4857.6,0.45310441370223975
6873.0,7907.0,North Hoback Cut,1037.0,black,Jackson Hole,1900.8,0.5455597643097643
8865.0,9252.0,Pair-a-Chutes,387.0,black,Jackson Hole,633.6,0.6107954545454545
7090.0,8133.0,Pathfinder,1043.0,black,Jackson Hole,2428.8,0.4294301712779973
8287.0,9442.0,Pepi's Run,1155.0,black,Jackson Hole,2798.4,0.41273584905660377
8074.0,9062.0,Ranger,988.0,black,Jackson Hole,2376.0,0.4158249158249158
6637.0,8238.0,Rawlins Bowl,1601.0,black,Jackson Hole,3484.8,0.4594237832874196
9619.0,10420.0,Rendevous Bowl,801.0,black,Jackson Hole,1847.9999999999998,0.4334415584415585
7943.0,8747.0,Riverton Bowl,804.0,black,Jackson Hole,1531.1999999999998,0.5250783699059561
6837.0,7139.0,Saratoga Bowl Traverse,302.0,black,Jackson Hole,1689.6000000000001,0.17874053030303028
7054.0,7310.0,Secret Slope,256.0,black,Jackson Hole,739.2,0.3463203463203463
8976.0,9327.0,Snag Tree,351.0,black,Jackson Hole,739.2,0.4748376623376623
6608.0,8202.0,South Colter Ridge,1598.0,black,Jackson Hole,3484.8,0.4585629017447199
7014.0,8898.0,South Hoback,1883.0,black,Jackson Hole,3854.4,0.48853258613532585
8927.0,9262.0,Split Rock,335.0,black,Jackson Hole,739.2,0.45319264069264065
7677.0,8169.0,Surprise,492.0,black,Jackson Hole,1056.0,0.4659090909090909
8960.0,9334.0,Table Rock,371.0,black,Jackson Hole,844.8000000000001,0.43915719696969696
9259.0,9892.0,Tensleep,633.0,black,Jackson Hole,3537.6000000000004,0.17893487109905018
8081.0,8717.0,Thunder,636.0,black,Jackson Hole,1267.2,0.5018939393939393
7759.0,8999.0,Upper Kemmerer,1240.0,black,Jackson Hole,2481.6,0.49967762733720184
8914.0,9501.0,Wally World,587.0,black,Jackson Hole,1742.4,0.3368916437098255
8524.0,8875.0,Alta Chutes,351.0,black,Jackson Hole,633.6,0.5539772727272727
8812.0,9370.0,Beartooth,558.0,black,Jackson Hole,844.8000000000001,0.6605113636363635
9091.0,9583.0,Central Chute,492.0,black,Jackson Hole,1108.8,0.44372294372294374
9649.0,10256.0,Corbet's Couloir,607.0,black,Jackson Hole,1003.2,0.6050637958532695
8891.0,9124.0,Dayton Bowl,233.0,black,Jackson Hole,580.8,0.40117079889807167
9114.0,9616.0,Expert Chutes,502.0,black,Jackson Hole,1003.2,0.5003987240829346
8652.0,9255.0,Fremont,604.0,black,Jackson Hole,1108.8,0.5447330447330447
8734.0,9327.0,Greybull,594.0,black,Jackson Hole,1056.0,0.5625
8212.0,8652.0,Grizzly Glade,440.0,black,Jackson Hole,950.4,0.46296296296296297
8373.0,8737.0,Hoops Gap,364.0,black,Jackson Hole,522.0,0.6973180076628352
8573.0,8953.0,Liar's Slide,377.0,black,Jackson Hole,633.6,0.5950126262626262
8842.0,9180.0,Limber Pine Chute,338.0,black,Jackson Hole,792.0,0.42676767676767674
8862.0,9354.0,Moccasin,492.0,black,Jackson Hole,686.4,0.7167832167832168
8271.0,8789.0,Moran Face,518.0,black,Jackson Hole,844.8000000000001,0.6131628787878788
8445.0,9186.0,Paint Brush,741.0,black,Jackson Hole,1320.0,0.5613636363636364
8865.0,9344.0,Sheridan Bowl,476.0,black,Jackson Hole,897.6,0.5303030303030303
8796.0,9170.0,Shot 7,374.0,black,Jackson Hole,580.8,0.643939393939394
9183.0,9442.0,Shot 8,259.0,black,Jackson Hole,467.0,0.5546038543897216
9104.0,9409.0,Shot 9,305.0,black,Jackson Hole,580.8,0.525137741046832
8442.0,9154.0,Tower Three Chute,712.0,black,Jackson Hole,1161.6,0.6129476584022039
8255.0,8770.0,Washakie Glade,515.0,black,Jackson Hole,950.4,0.5418771043771043
6470.0,6558.0,Antelope Flats Terrain Park,85.0,black,Jackson Hole,580.8,0.1463498622589532
7388.0,7569.0,Ashley Ridge Terrain Park,180.0,black,Jackson Hole,417.0,0.4316546762589928
6470.0,6660.0,Bronco Terrain Park,190.0,black,Jackson Hole,1267.2,0.14993686868686867
8219.0,8461.0,Campground Terrain Park,243.0,black,Jackson Hole,1003.2,0.24222488038277512
7211.0,7365.0,Deer Flats Terrain Park,154.0,black,Jackson Hole,429.0,0.358974358974359
6424.0,6588.0,Eagle's Reef Terrain Park,164.0,black,Jackson Hole,1108.8,0.1479076479076479
6844.0,7093.0,Half Pipe,249.0,black,Jackson Hole,739.2,0.33685064935064934
7398.0,7799.0,Nastar Race Arena,400.0,black,Jackson Hole,1214.4,0.3293807641633728
6404.0,6811.0,Antelope Flats,407.0,double-black,Jackson Hole,2640.0,0.15416666666666667
6385.0,6624.0,Eagle's Rest,240.0,double-black,Jackson Hole,1636.8,0.1466275659824047
6453.0,6864.0,Lower South Pass Traverse,410.0,double-black,Jackson Hole,3009.6,0.1362307283359915
6368.0,6867.0,Lower Tweeinot 1,499.0,double-black,Jackson Hole,3432.0,0.1453962703962704
6565.0,6778.0,Lower Tweeinot 2,210.0,double-black,Jackson Hole,1214.4,0.17292490118577075
6385.0,6739.0,Lower Werner,354.0,double-black,Jackson Hole,2481.6,0.14264990328820115
6385.0,6601.0,Pooh Bear,217.0,double-black,Jackson Hole,1742.4,0.1245408631772268
7930.0,8658.0,Ampitheatre,728.0,double-black,Jackson Hole,2692.8,0.2703505644682115
8186.0,8530.0,Ampitheatre Traverse,344.0,double-black,Jackson Hole,3748.7999999999997,0.09176269739650023
7369.0,7762.0,Blacktail,394.0,double-black,Jackson Hole,950.4,0.4145622895622896
7126.0,7477.0,Buck Run,351.0,double-black,Jackson Hole,1108.8,0.3165584415584416
8202.0,8445.0,Camp Ground,243.0,double-black,Jackson Hole,950.4,0.2556818181818182
8724.0,8986.0,Cirque Gully,262.0,double-black,Jackson Hole,844.8000000000001,0.31013257575757575
8222.0,9022.0,Crags,801.0,double-black,Jackson Hole,2534.4,0.31605113636363635
7959.0,8383.0,Croaky Point,423.0,double-black,Jackson Hole,1214.4,0.3483201581027668
6362.0,6453.0,Eagle's Rest Cutoff,92.0,double-black,Jackson Hole,1161.6,0.07920110192837466
7510.0,8481.0,Easy Does It,968.0,double-black,Jackson Hole,3379.2000000000003,0.2864583333333333
7060.0,7251.0,FIS,190.0,double-black,Jackson Hole,380.0,0.5
7999.0,9354.0,Gannett,1355.0,double-black,Jackson Hole,3220.7999999999997,0.4207029309488326
8314.0,9190.0,Grand,876.0,double-black,Jackson Hole,1953.6,0.4484029484029484
9593.0,9902.0,Hanging Rock,308.0,double-black,Jackson Hole,1795.2,0.1715686274509804
6677.0,7398.0,Hanna,719.0,double-black,Jackson Hole,2164.7999999999997,0.33213229859571325
8681.0,9265.0,Horn's Hole Traverse,584.0,double-black,Jackson Hole,3643.2,0.16029863855950813
8730.0,9003.0,Jerry's Way,272.0,double-black,Jackson Hole,792.0,0.3434343434343434
8264.0,9350.0,Laramie Bowl,1086.0,double-black,Jackson Hole,2956.8,0.367288961038961
9357.0,9590.0,Laramie Traverse,233.0,double-black,Jackson Hole,3432.0,0.0678904428904429
6470.0,8894.0,Lower Gros Ventre,2425.0,double-black,Jackson Hole,1.31,1851.1450381679388
7290.0,7746.0,Lower Kemmerer,456.0,double-black,Jackson Hole,1267.2,0.35984848484848486
6811.0,7927.0,Lower Tram Line,1115.0,double-black,Jackson Hole,2745.6,0.4061043123543124
8786.0,9075.0,Lupine Way,292.0,double-black,Jackson Hole,2059.2000000000003,0.1418026418026418
6742.0,7848.0,Middle Werner,1106.0,double-black,Jackson Hole,3379.2000000000003,0.3272964015151515
7320.0,7815.0,Moran,492.0,double-black,Jackson Hole,1584.0,0.3106060606060606
8399.0,8550.0,Moran Traverse,151.0,double-black,Jackson Hole,1372.8,0.1099941724941725
7201.0,7552.0,Nez Perce,351.0,double-black,Jackson Hole,739.2,0.4748376623376623
8402.0,8668.0,Nez Perce Traverse,269.0,double-black,Jackson Hole,2745.6,0.09797494172494173
8284.0,9590.0,Rendevous Trail,1302.0,double-black,Jackson Hole,5227.2,0.24908172635445364
6591.0,7493.0,Slalom,902.0,double-black,Jackson Hole,2428.8,0.3713768115942029
7641.0,8474.0,Sleeping Indian,833.0,double-black,Jackson Hole,2059.2000000000003,0.40452602952602945
6870.0,8274.0,South Pass Traverse,1407.0,double-black,Jackson Hole,2.41,583.8174273858921
6690.0,8386.0,St. Johns,1699.0,double-black,Jackson Hole,1.02,1665.686274509804
6365.0,9088.0,Sundance,2726.0,double-black,Jackson Hole,1.6,1703.75
7516.0,8524.0,Sundog,1007.0,double-black,Jackson Hole,3115.2,0.32325372367745253
7884.0,8402.0,Symmetry,518.0,double-black,Jackson Hole,1531.1999999999998,0.33829676071055387
6870.0,7106.0,Teewinot Gully,236.0,double-black,Jackson Hole,739.2,0.31926406926406925
7579.0,8196.0,Teton Traverse,614.0,double-black,Jackson Hole,1.05,584.7619047619047
7520.0,8419.0,Togwotee Pass Traverse,899.0,double-black,Jackson Hole,1.14,788.5964912280702
6496.0,6759.0,U.P. Connection,262.0,double-black,Jackson Hole,1636.8,0.16006842619745845
6516.0,6995.0,Union Pass Traverse,479.0,double-black,Jackson Hole,4012.8,0.11936802232854864
7418.0,7644.0,Upper Ashley Ridge,223.0,double-black,Jackson Hole,792.0,0.2815656565656566
7146.0,7887.0,Upper Teewinot,741.0,double-black,Jackson Hole,1742.4,0.4252754820936639
7851.0,8287.0,Upper Werner,436.0,double-black,Jackson Hole,1584.0,0.27525252525252525
6365.0,6890.0,Way Home,525.0,double-black,Jackson Hole,4382.4,0.1197973713033954
7654.0,9019.0,Wide Open,1365.0,double-black,Jackson Hole,3220.7999999999997,0.4238077496274218
7477.0,7949.0,Avalanche,472.0,double-black,Jackson Hole,1214.4,0.38866930171277997
6670.0,7418.0,Beaver Tooth,745.0,double-black,Jackson Hole,2006.4,0.37131180223285487
9058.0,9360.0,Bernie's Bowl,302.0,double-black,Jackson Hole,739.2,0.40854978354978355
7110.0,8392.0,Big Horn,1283.0,double-black,Jackson Hole,2587.2,0.4959029066171924
8963.0,9505.0,Bird In The Hand,541.0,double-black,Jackson Hole,1056.0,0.5123106060606061
9072.0,9373.0,Bivouac,302.0,double-black,Jackson Hole,633.6,0.47664141414141414
8993.0,9249.0,Broadway,256.0,double-black,Jackson Hole,633.6,0.40404040404040403
6624.0,8025.0,Buffalo Bowl,1398.0,double-black,Jackson Hole,2798.4,0.49957118353344765
8205.0,8862.0,Cascade,656.0,double-black,Jackson Hole,1214.4,0.5401844532279314
8484.0,8934.0,Casper Traverse,446.0,double-black,Jackson Hole,1636.8,0.27248289345063537
9088.0,9528.0,Cheyenne Bowl,443.0,double-black,Jackson Hole,1161.6,0.381370523415978
7762.0,8468.0,Cheyenne Gully,705.0,double-black,Jackson Hole,1689.6000000000001,0.4172585227272727
8832.0,9577.0,Coombs,745.0,double-black,Jackson Hole,1267.2,0.5879103535353535
7034.0,7257.0,Cowboy Couloir,223.0,double-black,Jackson Hole,444.0,0.5022522522522522
7149.0,8409.0,Crowheart,1260.0,double-black,Jackson Hole,2376.0,0.5303030303030303
6808.0,8146.0,Dicks Ditch,1339.0,double-black,Jackson Hole,4065.6,0.3293486816214089
9547.0,9908.0,Dog Face,361.0,double-black,Jackson Hole,686.4,0.5259324009324009
8993.0,9459.0,Downhill,466.0,double-black,Jackson Hole,1214.4,0.38372859025032935
6808.0,7346.0,Elk Alley,538.0,double-black,Jackson Hole,1531.1999999999998,0.35135841170323934
8615.0,9436.0,Flip Point,817.0,double-black,Jackson Hole,1531.1999999999998,0.5335684430512018
6703.0,7418.0,Jackson Face,712.0,double-black,Jackson Hole,1795.2,0.3966131907308378
7211.0,7497.0,Jackson Face Cut,285.0,double-black,Jackson Hole,686.4,0.4152097902097902
7021.0,7369.0,Lower Ashley Ridge,348.0,double-black,Jackson Hole,844.8000000000001,0.4119318181818181
6706.0,8314.0,Lower Sublette Ridge,1608.0,double-black,Jackson Hole,3168.0,0.5075757575757576
6978.0,8983.0,Middle Hoback,2005.0,double-black,Jackson Hole,3695.9999999999995,0.5424783549783551
7733.0,8399.0,Moran Woods,669.0,double-black,Jackson Hole,1425.6000000000001,0.46927609427609424
6621.0,8009.0,North Colter Ridge,1388.0,double-black,Jackson Hole,2904.0000000000005,0.477961432506887
6900.0,9101.0,North Hoback,2201.0,double-black,Jackson Hole,4857.6,0.45310441370223975
6873.0,7907.0,North Hoback Cut,1037.0,double-black,Jackson Hole,1900.8,0.5455597643097643
8865.0,9252.0,Pair-a-Chutes,387.0,double-black,Jackson Hole,633.6,0.6107954545454545
7090.0,8133.0,Pathfinder,1043.0,double-black,Jackson Hole,2428.8,0.4294301712779973
8287.0,9442.0,Pepi's Run,1155.0,double-black,Jackson Hole,2798.4,0.41273584905660377
8074.0,9062.0,Ranger,988.0,double-black,Jackson Hole,2376.0,0.4158249158249158
6637.0,8238.0,Rawlins Bowl,1601.0,double-black,Jackson Hole,3484.8,0.4594237832874196
9619.0,10420.0,Rendevous Bowl,801.0,double-black,Jackson Hole,1847.9999999999998,0.4334415584415585
7943.0,8747.0,Riverton Bowl,804.0,double-black,Jackson Hole,1531.1999999999998,0.5250783699059561
6837.0,7139.0,Saratoga Bowl Traverse,302.0,double-black,Jackson Hole,1689.6000000000001,0.17874053030303028
7054.0,7310.0,Secret Slope,256.0,double-black,Jackson Hole,739.2,0.3463203463203463
8976.0,9327.0,Snag Tree,351.0,double-black,Jackson Hole,739.2,0.4748376623376623
6608.0,8202.0,South Colter Ridge,1598.0,double-black,Jackson Hole,3484.8,0.4585629017447199
7014.0,8898.0,South Hoback,1883.0,double-black,Jackson Hole,3854.4,0.48853258613532585
8927.0,9262.0,Split Rock,335.0,double-black,Jackson Hole,739.2,0.45319264069264065
7677.0,8169.0,Surprise,492.0,double-black,Jackson Hole,1056.0,0.4659090909090909
8960.0,9334.0,Table Rock,371.0,double-black,Jackson Hole,844.8000000000001,0.43915719696969696
9259.0,9892.0,Tensleep,633.0,double-black,Jackson Hole,3537.6000000000004,0.17893487109905018
8081.0,8717.0,Thunder,636.0,double-black,Jackson Hole,1267.2,0.5018939393939393
7759.0,8999.0,Upper Kemmerer,1240.0,double-black,Jackson Hole,2481.6,0.49967762733720184
8914.0,9501.0,Wally World,587.0,double-black,Jackson Hole,1742.4,0.3368916437098255
8524.0,8875.0,Alta Chutes,351.0,double-black,Jackson Hole,633.6,0.5539772727272727
8812.0,9370.0,Beartooth,558.0,double-black,Jackson Hole,844.8000000000001,0.6605113636363635
9091.0,9583.0,Central Chute,492.0,double-black,Jackson Hole,1108.8,0.44372294372294374
9649.0,10256.0,Corbet's Couloir,607.0,double-black,Jackson Hole,1003.2,0.6050637958532695
8891.0,9124.0,Dayton Bowl,233.0,double-black,Jackson Hole,580.8,0.40117079889807167
9114.0,9616.0,Expert Chutes,502.0,double-black,Jackson Hole,1003.2,0.5003987240829346
8652.0,9255.0,Fremont,604.0,double-black,Jackson Hole,1108.8,0.5447330447330447
8734.0,9327.0,Greybull,594.0,double-black,Jackson Hole,1056.0,0.5625
