Name,Bottom (ft),Top (ft),Vertical Drop (ft),Length (mi),URL,difficulty,resort_name,distance,metric,Average Steepness
  Bambi ,11535 ft,11798 ft,259,0.25 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-black,black,taos-ski-valley,0.25,mi,0.1962121212121212
  Firlefanz ,10292 ft,10938 ft,650,0.46 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-black,black,taos-ski-valley,0.46,mi,0.2676218708827404
  Lone Star ,10659 ft,11191 ft,531,0.41 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-black,black,taos-ski-valley,0.41,mi,0.24528824833702886
  Lower Stauffenberg ,10039 ft,11260 ft,1220,0.94 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-black,black,taos-ski-valley,0.94,mi,0.24580915538362347
  Mucho Gusto ,10984 ft,11247 ft,262,0.23 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-black,black,taos-ski-valley,0.23,mi,0.21574440052700922
  Porcupine ,10249 ft,11037 ft,787,0.54 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-black,black,taos-ski-valley,0.54,mi,0.27602413019079686
  Powderhorn ,10207 ft,10869 ft,666,0.44 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-black,black,taos-ski-valley,0.44,mi,0.28667355371900827
  Powderhorn Bowl ,10702 ft,10906 ft,200,0.13 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-black,black,taos-ski-valley,0.13,mi,0.2913752913752914
  Powderhorn Gully ,9948 ft,10177 ft,230,0.15 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-black,black,taos-ski-valley,0.15,mi,0.2904040404040404
  Shalako ,10561 ft,11398 ft,837,0.71 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-black,black,taos-ski-valley,0.71,mi,0.2232714468629962
  Top-A-Papa ,10869 ft,11040 ft,174,0.22 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-black,black,taos-ski-valley,0.22,mi,0.14979338842975207
  Upper Patton ,10922 ft,11030 ft,108,0.17 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-black,black,taos-ski-valley,0.17,mi,0.12032085561497326
  Upper Powderhorn ,11001 ft,11529 ft,528,0.46 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-black,black,taos-ski-valley,0.46,mi,0.21739130434782608
  Upper Totemoff ,11079 ft,11394 ft,312,0.23 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-black,black,taos-ski-valley,0.23,mi,0.2569169960474308
  Whitefeather Gully ,10115 ft,10341 ft,226,0.13 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-black,black,taos-ski-valley,0.13,mi,0.3292540792540793
  $ Slot ,11037 ft,11312 ft,272,0.12 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-black,black,taos-ski-valley,0.12,mi,0.4292929292929293
  Al's Run ,9580 ft,11056 ft,1476,0.56 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-black,black,taos-ski-valley,0.56,mi,0.4991883116883117
  Bob's ,11306 ft,11490 ft,184,485 ft,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-black,black,taos-ski-valley,0.09185606060606061,ft,0.37938144329896906
  Edelweiss ,9659 ft,10148 ft,489,0.2 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-black,black,taos-ski-valley,0.2,mi,0.4630681818181818
  Edelweiss Glades ,9774 ft,10220 ft,446,0.16 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-black,black,taos-ski-valley,0.16,mi,0.527935606060606
  El Funko ,10289 ft,10781 ft,492,0.33 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-black,black,taos-ski-valley,0.33,mi,0.2823691460055096
  El Funko Alternative ,10427 ft,10719 ft,295,0.12 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-black,black,taos-ski-valley,0.12,mi,0.4655934343434343
  High Noon ,10719 ft,11043 ft,325,0.31 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-black,black,taos-ski-valley,0.31,mi,0.1985581622678397
  Hunziker Bowl ,10846 ft,11385 ft,541,0.4 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-black,black,taos-ski-valley,0.4,mi,0.25615530303030304
  Inferno ,10246 ft,10886 ft,640,0.36 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-black,black,taos-ski-valley,0.36,mi,0.3367003367003367
  Lorelei ,10614 ft,11552 ft,938,0.66 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-black,black,taos-ski-valley,0.66,mi,0.2691689623507805
  Lower Inferno ,9826 ft,10328 ft,502,0.4 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-black,black,taos-ski-valley,0.4,mi,0.23768939393939395
  Main Street ,11391 ft,12444 ft,1053,0.55 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-black,black,taos-ski-valley,0.55,mi,0.3626033057851239
  Moe's ,11145 ft,11473 ft,328,0.2 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-black,black,taos-ski-valley,0.2,mi,0.3106060606060606
  Papa Bear ,10469 ft,10866 ft,397,0.2 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-black,black,taos-ski-valley,0.2,mi,0.3759469696969697
  Psycho Path ,10692 ft,10974 ft,282,0.12 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-black,black,taos-ski-valley,0.12,mi,0.44507575757575757
  Reforma ,11129 ft,11811 ft,682,0.31 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-black,black,taos-ski-valley,0.31,mi,0.4166666666666667
  Rhoda's ,10075 ft,10843 ft,768,0.3 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-black,black,taos-ski-valley,0.3,mi,0.48484848484848486
  Ruby Gully ,10397 ft,10659 ft,262,0.16 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-black,black,taos-ski-valley,0.16,mi,0.31013257575757575
  Showdown ,9593 ft,9797 ft,207,372 ft,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-black,black,taos-ski-valley,0.07045454545454545,ft,0.5564516129032258
  Showoff ,10853 ft,11076 ft,223,0.17 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-black,black,taos-ski-valley,0.17,mi,0.2484402852049911
  Snakedance ,9810 ft,10236 ft,427,0.16 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-black,black,taos-ski-valley,0.16,mi,0.5054450757575757
  Spencer's ,10259 ft,10827 ft,568,0.22 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-black,black,taos-ski-valley,0.22,mi,0.4889807162534436
  Staub ,10807 ft,10942 ft,135,0.14 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-black,black,taos-ski-valley,0.14,mi,0.18262987012987011
  Street Car ,10194 ft,10397 ft,203,0.16 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-black,black,taos-ski-valley,0.16,mi,0.24029356060606058
  Tell Glade ,10079 ft,10335 ft,256,0.12 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-black,black,taos-ski-valley,0.12,mi,0.40404040404040403
  Tell Trees ,10144 ft,10463 ft,322,0.17 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-black,black,taos-ski-valley,0.17,mi,0.3587344028520499
  Walkyries Bowl ,11493 ft,11677 ft,180,0.14 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-black,black,taos-ski-valley,0.14,mi,0.2435064935064935
  Walkyries Bowl Alternative ,11522 ft,11650 ft,128,408 ft,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-black,black,taos-ski-valley,0.07727272727272727,ft,0.3137254901960784
  Walkyries Glade ,10784 ft,11411 ft,627,0.41 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-black,black,taos-ski-valley,0.41,mi,0.28963414634146345
  Wayne Abbey ,9590 ft,10138 ft,548,0.18 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-black,black,taos-ski-valley,0.18,mi,0.5765993265993267
  West Basin ,11220 ft,11398 ft,177,0.2 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-black,black,taos-ski-valley,0.2,mi,0.16761363636363635
  Zagava ,11125 ft,11286 ft,161,295 ft,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-black,black,taos-ski-valley,0.05587121212121212,ft,0.5457627118644067
  Ash Pond ,11306 ft,11486 ft,180,363 ft,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-black,black,taos-ski-valley,0.06875,ft,0.4958677685950412
  Billy Sol ,11506 ft,12011 ft,505,0.14 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-black,black,taos-ski-valley,0.14,mi,0.6831709956709956
  Blitz ,11243 ft,11818 ft,574,0.21 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-black,black,taos-ski-valley,0.21,mi,0.5176767676767677
  Cabin Chute ,11398 ft,11903 ft,505,0.19 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-black,black,taos-ski-valley,0.19,mi,0.5033891547049442
  Castor ,11191 ft,11759 ft,564,0.22 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-black,black,taos-ski-valley,0.22,mi,0.4855371900826447
  Corner Chute ,11398 ft,11919 ft,525,0.2 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-black,black,taos-ski-valley,0.2,mi,0.4971590909090909
  Donkey Serenade ,11696 ft,11965 ft,266,357 ft,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-black,black,taos-ski-valley,0.06761363636363636,ft,0.7450980392156863
  Ernie's Run ,9747 ft,11073 ft,1325,0.55 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-black,black,taos-ski-valley,0.55,mi,0.4562672176308539
  Fabian ,11398 ft,11916 ft,522,0.13 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-black,black,taos-ski-valley,0.13,mi,0.7604895104895105
  Hidalgo ,11677 ft,11975 ft,302,407 ft,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-black,black,taos-ski-valley,0.07708333333333334,ft,0.742014742014742
  Huntziker ,11365 ft,12034 ft,669,0.2 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-black,black,taos-ski-valley,0.2,mi,0.6335227272727273
  Jean's Glade ,9977 ft,10430 ft,453,0.14 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-black,black,taos-ski-valley,0.14,mi,0.6128246753246753
  Juarez ,11647 ft,12011 ft,364,502 ft,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-black,black,taos-ski-valley,0.09507575757575758,ft,0.7250996015936255
  Kachina 1 ,11483 ft,12008 ft,522,0.17 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-black,black,taos-ski-valley,0.17,mi,0.5815508021390374
  Kachina 2 ,11499 ft,12070 ft,571,0.18 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-black,black,taos-ski-valley,0.18,mi,0.6007996632996633
  Kachina 3 ,11516 ft,12280 ft,764,0.22 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-black,black,taos-ski-valley,0.22,mi,0.6577134986225895
  Lift Shack Chute ,11417 ft,11831 ft,413,0.13 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-black,black,taos-ski-valley,0.13,mi,0.6016899766899767
  Longhorn ,9760 ft,11286 ft,1526,0.68 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-black,black,taos-ski-valley,0.68,mi,0.42502228163992867
  Lorelei Trees ,11112 ft,11594 ft,482,0.2 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-black,black,taos-ski-valley,0.2,mi,0.4564393939393939
  Lorelei Trees Alternative ,11188 ft,11519 ft,331,0.1 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-black,black,taos-ski-valley,0.1,mi,0.6268939393939394
  Meatball ,10899 ft,11670 ft,771,0.2 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-black,black,taos-ski-valley,0.2,mi,0.7301136363636364
  Niños Héroes ,11568 ft,12024 ft,456,0.11 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-black,black,taos-ski-valley,0.11,mi,0.7851239669421488
  North American ,9623 ft,11076 ft,1453,0.53 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-black,black,taos-ski-valley,0.53,mi,0.5192252715837621
  Oster ,11411 ft,11939 ft,531,0.13 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-black,black,taos-ski-valley,0.13,mi,0.7736013986013986
  Pierre's ,10702 ft,11457 ft,755,0.31 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-black,black,taos-ski-valley,0.31,mi,0.46126588465298146
  Poco Gusto ,10761 ft,10896 ft,135,0.13 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-black,black,taos-ski-valley,0.13,mi,0.1966783216783217
  Pollux ,11207 ft,11631 ft,420,0.1 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-black,black,taos-ski-valley,0.1,mi,0.7954545454545454
  Sir Arnold Lunn ,10666 ft,11703 ft,1037,0.48 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-black,black,taos-ski-valley,0.48,mi,0.4091698232323232
  Spitfire ,11407 ft,11936 ft,528,0.13 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-black,black,taos-ski-valley,0.13,mi,0.7692307692307693
  St. Bernard ,11217 ft,11660 ft,440,0.17 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-black,black,taos-ski-valley,0.17,mi,0.49019607843137253
  Stauffenberg ,11385 ft,11814 ft,430,0.11 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-black,black,taos-ski-valley,0.11,mi,0.7403581267217632
  Thunderbird ,11122 ft,11696 ft,577,0.18 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-black,black,taos-ski-valley,0.18,mi,0.6071127946127947
  Tresckow ,11260 ft,11929 ft,666,0.26 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-black,black,taos-ski-valley,0.26,mi,0.48513986013986016
  Twin Trees Chute ,11070 ft,11906 ft,837,0.26 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-black,black,taos-ski-valley,0.26,mi,0.6097027972027972
  Two Bucks ,11401 ft,11998 ft,597,0.21 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-black,black,taos-ski-valley,0.21,mi,0.5384199134199135
  Walkyries Chute ,11152 ft,11749 ft,597,0.19 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-black,black,taos-ski-valley,0.19,mi,0.5950956937799042
  Werner Chute ,10846 ft,11398 ft,554,0.15 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-black,black,taos-ski-valley,0.15,mi,0.6994949494949495
  West Blitz Trees ,11401 ft,11909 ft,509,0.13 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-black,black,taos-ski-valley,0.13,mi,0.7415501165501166
  Wild West Glade ,10210 ft,11322 ft,1115,0.52 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-black,black,taos-ski-valley,0.52,mi,0.4061043123543124
  Winston ,11227 ft,11801 ft,574,0.21 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-black,black,taos-ski-valley,0.21,mi,0.5176767676767677
  Wonderbowl ,10879 ft,11427 ft,548,0.17 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-black,black,taos-ski-valley,0.17,mi,0.6105169340463458
  Zdarsky ,11535 ft,11745 ft,210,279 ft,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-black,black,taos-ski-valley,0.05284090909090909,ft,0.7526881720430108
  Maxie's Terrain Park ,10630 ft,11220 ft,587,0.45 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-black,black,taos-ski-valley,0.45,mi,0.24705387205387205
  Whistlestop Terrain Park ,10863 ft,10945 ft,82,231 ft,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-black,black,taos-ski-valley,0.04375,ft,0.354978354978355
  Bambi Green ,10259 ft,10427 ft,164,0.12 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.12,mi,0.2588383838383838
  Bonanza ,10863 ft,11240 ft,377,0.34 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.34,mi,0.21000445632798573
  Easy Trip ,11066 ft,11414 ft,348,0.46 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.46,mi,0.14328063241106717
  High Five ,10902 ft,11119 ft,217,0.24 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.24,mi,0.17124368686868685
  Honeysuckle ,10814 ft,11818 ft,1004,0.96 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.96,mi,0.19807449494949494
  Honeysuckle Alternative ,10610 ft,10909 ft,299,0.35 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.35,mi,0.16179653679653683
  Japanese Flag ,11043 ft,11240 ft,197,0.28 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.28,mi,0.13325216450216448
  Jess's ,10846 ft,11106 ft,259,0.31 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.31,mi,0.1582355816226784
  Lower Patton ,10207 ft,10814 ft,607,0.67 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.67,mi,0.1715852555404794
  Lower Totemoff ,10600 ft,11270 ft,669,0.51 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.51,mi,0.24844028520499106
  Pioneer ,9462 ft,9583 ft,121,0.22 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.22,mi,0.10416666666666667
  Rubezahl ,9462 ft,10203 ft,745,1.42 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,1.42,mi,0.09936513017498934
  White Feather ,9442 ft,11122 ft,1677,2.06 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,2.06,mi,0.1541813768755516
  Winkelried ,10203 ft,10614 ft,410,0.42 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.42,mi,0.1848845598845599
  Winkelried Alternative ,10184 ft,10299 ft,115,0.2 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.2,mi,0.10890151515151515
  Baby Bear ,10413 ft,10810 ft,400,0.23 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.23,mi,0.3293807641633728
  Bambi ,11535 ft,11798 ft,259,0.25 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.25,mi,0.1962121212121212
  Firlefanz ,10292 ft,10938 ft,650,0.46 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.46,mi,0.2676218708827404
  Lone Star ,10659 ft,11191 ft,531,0.41 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.41,mi,0.24528824833702886
  Lower Stauffenberg ,10039 ft,11260 ft,1220,0.94 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.94,mi,0.24580915538362347
  Mucho Gusto ,10984 ft,11247 ft,262,0.23 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.23,mi,0.21574440052700922
  Porcupine ,10249 ft,11037 ft,787,0.54 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.54,mi,0.27602413019079686
  Powderhorn ,10207 ft,10869 ft,666,0.44 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.44,mi,0.28667355371900827
  Powderhorn Bowl ,10702 ft,10906 ft,200,0.13 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.13,mi,0.2913752913752914
  Powderhorn Gully ,9948 ft,10177 ft,230,0.15 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.15,mi,0.2904040404040404
  Shalako ,10561 ft,11398 ft,837,0.71 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.71,mi,0.2232714468629962
  Top-A-Papa ,10869 ft,11040 ft,174,0.22 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.22,mi,0.14979338842975207
  Upper Patton ,10922 ft,11030 ft,108,0.17 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.17,mi,0.12032085561497326
  Upper Powderhorn ,11001 ft,11529 ft,528,0.46 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.46,mi,0.21739130434782608
  Upper Totemoff ,11079 ft,11394 ft,312,0.23 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.23,mi,0.2569169960474308
  Whitefeather Gully ,10115 ft,10341 ft,226,0.13 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.13,mi,0.3292540792540793
  $ Slot ,11037 ft,11312 ft,272,0.12 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.12,mi,0.4292929292929293
  Al's Run ,9580 ft,11056 ft,1476,0.56 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.56,mi,0.4991883116883117
  Bob's ,11306 ft,11490 ft,184,485 ft,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.09185606060606061,ft,0.37938144329896906
  Edelweiss ,9659 ft,10148 ft,489,0.2 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.2,mi,0.4630681818181818
  Edelweiss Glades ,9774 ft,10220 ft,446,0.16 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.16,mi,0.527935606060606
  El Funko ,10289 ft,10781 ft,492,0.33 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.33,mi,0.2823691460055096
  El Funko Alternative ,10427 ft,10719 ft,295,0.12 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.12,mi,0.4655934343434343
  High Noon ,10719 ft,11043 ft,325,0.31 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.31,mi,0.1985581622678397
  Hunziker Bowl ,10846 ft,11385 ft,541,0.4 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.4,mi,0.25615530303030304
  Inferno ,10246 ft,10886 ft,640,0.36 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.36,mi,0.3367003367003367
  Lorelei ,10614 ft,11552 ft,938,0.66 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.66,mi,0.2691689623507805
  Lower Inferno ,9826 ft,10328 ft,502,0.4 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.4,mi,0.23768939393939395
  Main Street ,11391 ft,12444 ft,1053,0.55 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.55,mi,0.3626033057851239
  Moe's ,11145 ft,11473 ft,328,0.2 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.2,mi,0.3106060606060606
  Papa Bear ,10469 ft,10866 ft,397,0.2 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.2,mi,0.3759469696969697
  Psycho Path ,10692 ft,10974 ft,282,0.12 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.12,mi,0.44507575757575757
  Reforma ,11129 ft,11811 ft,682,0.31 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.31,mi,0.4166666666666667
  Rhoda's ,10075 ft,10843 ft,768,0.3 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.3,mi,0.48484848484848486
  Ruby Gully ,10397 ft,10659 ft,262,0.16 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.16,mi,0.31013257575757575
  Showdown ,9593 ft,9797 ft,207,372 ft,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.07045454545454545,ft,0.5564516129032258
  Showoff ,10853 ft,11076 ft,223,0.17 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.17,mi,0.2484402852049911
  Snakedance ,9810 ft,10236 ft,427,0.16 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.16,mi,0.5054450757575757
