Name,Bottom (ft),Top (ft),Vertical Drop (ft),Length (mi),URL,difficulty,resort_name,distance,metric,Average Steepness
  Spencer's ,10259 ft,10827 ft,568,0.22 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.22,mi,0.4889807162534436
  Staub ,10807 ft,10942 ft,135,0.14 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.14,mi,0.18262987012987011
  Street Car ,10194 ft,10397 ft,203,0.16 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.16,mi,0.24029356060606058
  Tell Glade ,10079 ft,10335 ft,256,0.12 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.12,mi,0.40404040404040403
  Tell Trees ,10144 ft,10463 ft,322,0.17 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.17,mi,0.3587344028520499
  Walkyries Bowl ,11493 ft,11677 ft,180,0.14 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.14,mi,0.2435064935064935
  Walkyries Bowl Alternative ,11522 ft,11650 ft,128,408 ft,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.07727272727272727,ft,0.3137254901960784
  Walkyries Glade ,10784 ft,11411 ft,627,0.41 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.41,mi,0.28963414634146345
  Wayne Abbey ,9590 ft,10138 ft,548,0.18 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.18,mi,0.5765993265993267
  West Basin ,11220 ft,11398 ft,177,0.2 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.2,mi,0.16761363636363635
  Zagava ,11125 ft,11286 ft,161,295 ft,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.05587121212121212,ft,0.5457627118644067
  Ash Pond ,11306 ft,11486 ft,180,363 ft,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.06875,ft,0.4958677685950412
  Billy Sol ,11506 ft,12011 ft,505,0.14 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.14,mi,0.6831709956709956
  Blitz ,11243 ft,11818 ft,574,0.21 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.21,mi,0.5176767676767677
  Cabin Chute ,11398 ft,11903 ft,505,0.19 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.19,mi,0.5033891547049442
  Castor ,11191 ft,11759 ft,564,0.22 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.22,mi,0.4855371900826447
  Corner Chute ,11398 ft,11919 ft,525,0.2 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.2,mi,0.4971590909090909
  Donkey Serenade ,11696 ft,11965 ft,266,357 ft,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.06761363636363636,ft,0.7450980392156863
  Ernie's Run ,9747 ft,11073 ft,1325,0.55 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.55,mi,0.4562672176308539
  Fabian ,11398 ft,11916 ft,522,0.13 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.13,mi,0.7604895104895105
  Hidalgo ,11677 ft,11975 ft,302,407 ft,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.07708333333333334,ft,0.742014742014742
  Huntziker ,11365 ft,12034 ft,669,0.2 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.2,mi,0.6335227272727273
  Jean's Glade ,9977 ft,10430 ft,453,0.14 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.14,mi,0.6128246753246753
  Juarez ,11647 ft,12011 ft,364,502 ft,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.09507575757575758,ft,0.7250996015936255
  Kachina 1 ,11483 ft,12008 ft,522,0.17 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.17,mi,0.5815508021390374
  Kachina 2 ,11499 ft,12070 ft,571,0.18 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.18,mi,0.6007996632996633
  Kachina 3 ,11516 ft,12280 ft,764,0.22 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.22,mi,0.6577134986225895
  Lift Shack Chute ,11417 ft,11831 ft,413,0.13 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.13,mi,0.6016899766899767
  Longhorn ,9760 ft,11286 ft,1526,0.68 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.68,mi,0.42502228163992867
  Lorelei Trees ,11112 ft,11594 ft,482,0.2 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.2,mi,0.4564393939393939
  Lorelei Trees Alternative ,11188 ft,11519 ft,331,0.1 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.1,mi,0.6268939393939394
  Meatball ,10899 ft,11670 ft,771,0.2 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.2,mi,0.7301136363636364
  Niños Héroes ,11568 ft,12024 ft,456,0.11 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.11,mi,0.7851239669421488
  North American ,9623 ft,11076 ft,1453,0.53 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.53,mi,0.5192252715837621
  Oster ,11411 ft,11939 ft,531,0.13 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.13,mi,0.7736013986013986
  Pierre's ,10702 ft,11457 ft,755,0.31 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.31,mi,0.46126588465298146
  Poco Gusto ,10761 ft,10896 ft,135,0.13 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.13,mi,0.1966783216783217
  Pollux ,11207 ft,11631 ft,420,0.1 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.1,mi,0.7954545454545454
  Sir Arnold Lunn ,10666 ft,11703 ft,1037,0.48 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.48,mi,0.4091698232323232
  Spitfire ,11407 ft,11936 ft,528,0.13 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.13,mi,0.7692307692307693
  St. Bernard ,11217 ft,11660 ft,440,0.17 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.17,mi,0.49019607843137253
  Stauffenberg ,11385 ft,11814 ft,430,0.11 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.11,mi,0.7403581267217632
  Thunderbird ,11122 ft,11696 ft,577,0.18 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.18,mi,0.6071127946127947
  Tresckow ,11260 ft,11929 ft,666,0.26 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.26,mi,0.48513986013986016
  Twin Trees Chute ,11070 ft,11906 ft,837,0.26 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.26,mi,0.6097027972027972
  Two Bucks ,11401 ft,11998 ft,597,0.21 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.21,mi,0.5384199134199135
  Walkyries Chute ,11152 ft,11749 ft,597,0.19 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.19,mi,0.5950956937799042
  Werner Chute ,10846 ft,11398 ft,554,0.15 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.15,mi,0.6994949494949495
  West Blitz Trees ,11401 ft,11909 ft,509,0.13 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.13,mi,0.7415501165501166
  Wild West Glade ,10210 ft,11322 ft,1115,0.52 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.52,mi,0.4061043123543124
  Winston ,11227 ft,11801 ft,574,0.21 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.21,mi,0.5176767676767677
  Wonderbowl ,10879 ft,11427 ft,548,0.17 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.17,mi,0.6105169340463458
  Zdarsky ,11535 ft,11745 ft,210,279 ft,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.05284090909090909,ft,0.7526881720430108
  Maxie's Terrain Park ,10630 ft,11220 ft,587,0.45 mi,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.45,mi,0.24705387205387205
  Whistlestop Terrain Park ,10863 ft,10945 ft,82,231 ft,https://jollyturns.com/resort/united-states-of-america/taos-ski-valley/skiruns-double-black,double-black,taos-ski-valley,0.04375,ft,0.354978354978355
  Lodgepole ,6821 ft,7037 ft,220,0.3 mi,https://jollyturns.com/resort/united-states-of-america/diamond-peak/skiruns-green,green,diamond-peak,0.3,mi,0.1388888888888889
  School Yard ,6736 ft,6791 ft,52,0.12 mi,https://jollyturns.com/resort/united-states-of-america/diamond-peak/skiruns-green,green,diamond-peak,0.12,mi,0.08207070707070707
  Cappy's corner ,6952 ft,7152 ft,200,0.11 mi,https://jollyturns.com/resort/united-states-of-america/diamond-peak/skiruns-green,green,diamond-peak,0.11,mi,0.34435261707988984
  Crystal Ridge ,7684 ft,8520 ft,837,0.66 mi,https://jollyturns.com/resort/united-states-of-america/diamond-peak/skiruns-green,green,diamond-peak,0.66,mi,0.24018595041322313
  Dusty's Delight ,7106 ft,7300 ft,190,0.11 mi,https://jollyturns.com/resort/united-states-of-america/diamond-peak/skiruns-green,green,diamond-peak,0.11,mi,0.3271349862258953
  Freeway ,7119 ft,7303 ft,180,0.32 mi,https://jollyturns.com/resort/united-states-of-america/diamond-peak/skiruns-green,green,diamond-peak,0.32,mi,0.1065340909090909
  Golden Eagle Bowl ,8107 ft,8491 ft,384,0.32 mi,https://jollyturns.com/resort/united-states-of-america/diamond-peak/skiruns-green,green,diamond-peak,0.32,mi,0.22727272727272727
  Lakeview ,7303 ft,7592 ft,289,0.29 mi,https://jollyturns.com/resort/united-states-of-america/diamond-peak/skiruns-green,green,diamond-peak,0.29,mi,0.18874085684430514
  Lower Show-off ,6801 ft,7156 ft,354,0.24 mi,https://jollyturns.com/resort/united-states-of-america/diamond-peak/skiruns-green,green,diamond-peak,0.24,mi,0.2793560606060606
  Penguin ,7018 ft,7283 ft,266,0.19 mi,https://jollyturns.com/resort/united-states-of-america/diamond-peak/skiruns-green,green,diamond-peak,0.19,mi,0.26515151515151514
  Popular ,6906 ft,7329 ft,423,0.31 mi,https://jollyturns.com/resort/united-states-of-america/diamond-peak/skiruns-green,green,diamond-peak,0.31,mi,0.25843108504398826
  Ridge Run ,7310 ft,7441 ft,131,0.34 mi,https://jollyturns.com/resort/united-states-of-america/diamond-peak/skiruns-green,green,diamond-peak,0.34,mi,0.07297237076648841
  Spillway ,7080 ft,7395 ft,315,0.29 mi,https://jollyturns.com/resort/united-states-of-america/diamond-peak/skiruns-green,green,diamond-peak,0.29,mi,0.20572100313479627
  Sunnyside ,7274 ft,7602 ft,328,0.16 mi,https://jollyturns.com/resort/united-states-of-america/diamond-peak/skiruns-green,green,diamond-peak,0.16,mi,0.38825757575757575
  The Great Flume ,7402 ft,8494 ft,1093,0.59 mi,https://jollyturns.com/resort/united-states-of-america/diamond-peak/skiruns-green,green,diamond-peak,0.59,mi,0.3508602978941962
  Wiggle ,7070 ft,7306 ft,236,0.15 mi,https://jollyturns.com/resort/united-states-of-america/diamond-peak/skiruns-green,green,diamond-peak,0.15,mi,0.29797979797979796
  Battleborn ,7087 ft,7953 ft,869,0.39 mi,https://jollyturns.com/resort/united-states-of-america/diamond-peak/skiruns-green,green,diamond-peak,0.39,mi,0.42200854700854695
  Chute ,7185 ft,7365 ft,180,473 ft,https://jollyturns.com/resort/united-states-of-america/diamond-peak/skiruns-green,green,diamond-peak,0.08958333333333333,ft,0.38054968287526425
  Corkscrew ,7041 ft,7385 ft,341,0.16 mi,https://jollyturns.com/resort/united-states-of-america/diamond-peak/skiruns-green,green,diamond-peak,0.16,mi,0.4036458333333333
  Diamondback ,7188 ft,8038 ft,850,0.36 mi,https://jollyturns.com/resort/united-states-of-america/diamond-peak/skiruns-green,green,diamond-peak,0.36,mi,0.4471801346801347
  F.I.S. ,6821 ft,7031 ft,210,0.18 mi,https://jollyturns.com/resort/united-states-of-america/diamond-peak/skiruns-green,green,diamond-peak,0.18,mi,0.22095959595959597
  G.S. ,6759 ft,7461 ft,702,0.35 mi,https://jollyturns.com/resort/united-states-of-america/diamond-peak/skiruns-green,green,diamond-peak,0.35,mi,0.3798701298701299
  Lightning ,7772 ft,8274 ft,499,0.22 mi,https://jollyturns.com/resort/united-states-of-america/diamond-peak/skiruns-green,green,diamond-peak,0.22,mi,0.42957988980716255
  Luggi's ,7146 ft,7503 ft,358,0.16 mi,https://jollyturns.com/resort/united-states-of-america/diamond-peak/skiruns-green,green,diamond-peak,0.16,mi,0.42376893939393934
  O. God ,6755 ft,7234 ft,479,0.19 mi,https://jollyturns.com/resort/united-states-of-america/diamond-peak/skiruns-green,green,diamond-peak,0.19,mi,0.47747208931419455
  Powder ,7251 ft,7526 ft,276,0.13 mi,https://jollyturns.com/resort/united-states-of-america/diamond-peak/skiruns-green,green,diamond-peak,0.13,mi,0.40209790209790214
  Slalom Glade ,7169 ft,7451 ft,282,0.13 mi,https://jollyturns.com/resort/united-states-of-america/diamond-peak/skiruns-green,green,diamond-peak,0.13,mi,0.41083916083916083
  Solitude Canyon ,7408 ft,8337 ft,932,0.57 mi,https://jollyturns.com/resort/united-states-of-america/diamond-peak/skiruns-green,green,diamond-peak,0.57,mi,0.30967570441254655
  Thunder ,7913 ft,8386 ft,472,0.19 mi,https://jollyturns.com/resort/united-states-of-america/diamond-peak/skiruns-green,green,diamond-peak,0.19,mi,0.4704944178628389
  Upper Show-off ,7162 ft,7415 ft,253,0.12 mi,https://jollyturns.com/resort/united-states-of-america/diamond-peak/skiruns-green,green,diamond-peak,0.12,mi,0.3993055555555555
  Snowbomb Terrain Park ,7290 ft,7402 ft,112,0.12 mi,https://jollyturns.com/resort/united-states-of-america/diamond-peak/skiruns-green,green,diamond-peak,0.12,mi,0.17676767676767677
  Lodgepole ,6821 ft,7037 ft,220,0.3 mi,https://jollyturns.com/resort/united-states-of-america/diamond-peak/skiruns-blue,blue,diamond-peak,0.3,mi,0.1388888888888889
  School Yard ,6736 ft,6791 ft,52,0.12 mi,https://jollyturns.com/resort/united-states-of-america/diamond-peak/skiruns-blue,blue,diamond-peak,0.12,mi,0.08207070707070707
  Cappy's corner ,6952 ft,7152 ft,200,0.11 mi,https://jollyturns.com/resort/united-states-of-america/diamond-peak/skiruns-blue,blue,diamond-peak,0.11,mi,0.34435261707988984
  Crystal Ridge ,7684 ft,8520 ft,837,0.66 mi,https://jollyturns.com/resort/united-states-of-america/diamond-peak/skiruns-blue,blue,diamond-peak,0.66,mi,0.24018595041322313
  Dusty's Delight ,7106 ft,7300 ft,190,0.11 mi,https://jollyturns.com/resort/united-states-of-america/diamond-peak/skiruns-blue,blue,diamond-peak,0.11,mi,0.3271349862258953
  Freeway ,7119 ft,7303 ft,180,0.32 mi,https://jollyturns.com/resort/united-states-of-america/diamond-peak/skiruns-blue,blue,diamond-peak,0.32,mi,0.1065340909090909
  Golden Eagle Bowl ,8107 ft,8491 ft,384,0.32 mi,https://jollyturns.com/resort/united-states-of-america/diamond-peak/skiruns-blue,blue,diamond-peak,0.32,mi,0.22727272727272727
  Lakeview ,7303 ft,7592 ft,289,0.29 mi,https://jollyturns.com/resort/united-states-of-america/diamond-peak/skiruns-blue,blue,diamond-peak,0.29,mi,0.18874085684430514
  Lower Show-off ,6801 ft,7156 ft,354,0.24 mi,https://jollyturns.com/resort/united-states-of-america/diamond-peak/skiruns-blue,blue,diamond-peak,0.24,mi,0.2793560606060606
  Penguin ,7018 ft,7283 ft,266,0.19 mi,https://jollyturns.com/resort/united-states-of-america/diamond-peak/skiruns-blue,blue,diamond-peak,0.19,mi,0.26515151515151514
  Popular ,6906 ft,7329 ft,423,0.31 mi,https://jollyturns.com/resort/united-states-of-america/diamond-peak/skiruns-blue,blue,diamond-peak,0.31,mi,0.25843108504398826
  Ridge Run ,7310 ft,7441 ft,131,0.34 mi,https://jollyturns.com/resort/united-states-of-america/diamond-peak/skiruns-blue,blue,diamond-peak,0.34,mi,0.07297237076648841
