Trail Name,Bottom Elev (ft),Top Elev (ft),Vertical Drop (ft),Slope Length (ft),Difficulty,Resort,Average Steepness,Groomed,Base,Lifts,Top,Vertical Rise (ft),Black,Blue,Double Black,Green,Terrain Park,Price,Total Runs
Eagle's Rest,6385.0,6624.0,240.0,1636.8,Green,Jackson Hole,0.1466275659824047,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Lower South Pass Traverse,6453.0,6864.0,410.0,3009.6,Green,Jackson Hole,0.1362307283359915,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Lower Tweeinot 1,6368.0,6867.0,499.0,3432.0,Green,Jackson Hole,0.1453962703962704,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Lower Tweeinot 2,6565.0,6778.0,210.0,1214.4,Green,Jackson Hole,0.17292490118577075,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Lower Werner,6385.0,6739.0,354.0,2481.6,Green,Jackson Hole,0.14264990328820115,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Pooh Bear,6385.0,6601.0,217.0,1742.4,Green,Jackson Hole,0.1245408631772268,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Ampitheatre,7930.0,8658.0,728.0,2692.8,Blue,Jackson Hole,0.2703505644682115,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Ampitheatre Traverse,8186.0,8530.0,344.0,3748.8,Blue,Jackson Hole,0.09176269739650024,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Blacktail,7369.0,7762.0,394.0,950.4,Blue,Jackson Hole,0.4145622895622896,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Buck Run,7126.0,7477.0,351.0,1108.8,Blue,Jackson Hole,0.3165584415584416,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Camp Ground,8202.0,8445.0,243.0,950.4,Blue,Jackson Hole,0.2556818181818182,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Cirque Gully,8724.0,8986.0,262.0,844.8000000000002,Blue,Jackson Hole,0.3101325757575757,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Crags,8222.0,9022.0,801.0,2534.4,Blue,Jackson Hole,0.31605113636363635,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Croaky Point,7959.0,8383.0,423.0,1214.4,Blue,Jackson Hole,0.3483201581027668,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Eagle's Rest Cutoff,6362.0,6453.0,92.0,1161.6,Blue,Jackson Hole,0.07920110192837466,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Easy Does It,7510.0,8481.0,968.0,3379.2000000000007,Blue,Jackson Hole,0.2864583333333333,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
FIS,7060.0,7251.0,190.0,380.0,Blue,Jackson Hole,0.5,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Gannett,7999.0,9354.0,1355.0,3220.8,Blue,Jackson Hole,0.4207029309488326,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Grand,8314.0,9190.0,876.0,1953.6,Blue,Jackson Hole,0.4484029484029484,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Hanging Rock,9593.0,9902.0,308.0,1795.2,Blue,Jackson Hole,0.1715686274509804,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Hanna,6677.0,7398.0,719.0,2164.8,Blue,Jackson Hole,0.33213229859571325,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Horn's Hole Traverse,8681.0,9265.0,584.0,3643.2,Blue,Jackson Hole,0.16029863855950813,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Jerry's Way,8730.0,9003.0,272.0,792.0,Blue,Jackson Hole,0.3434343434343434,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Laramie Bowl,8264.0,9350.0,1086.0,2956.8,Blue,Jackson Hole,0.36728896103896097,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Laramie Traverse,9357.0,9590.0,233.0,3432.0,Blue,Jackson Hole,0.0678904428904429,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Lower Gros Ventre,6470.0,8894.0,2425.0,1.31,Blue,Jackson Hole,1851.1450381679388,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Lower Kemmerer,7290.0,7746.0,456.0,1267.2,Blue,Jackson Hole,0.3598484848484849,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Lower Tram Line,6811.0,7927.0,1115.0,2745.6,Blue,Jackson Hole,0.4061043123543124,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Lupine Way,8786.0,9075.0,292.0,2059.2000000000007,Blue,Jackson Hole,0.1418026418026418,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Middle Werner,6742.0,7848.0,1106.0,3379.2000000000007,Blue,Jackson Hole,0.3272964015151515,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Moran,7320.0,7815.0,492.0,1584.0,Blue,Jackson Hole,0.3106060606060606,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Moran Traverse,8399.0,8550.0,151.0,1372.8,Blue,Jackson Hole,0.1099941724941725,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Nez Perce,7201.0,7552.0,351.0,739.2,Blue,Jackson Hole,0.4748376623376623,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Nez Perce Traverse,8402.0,8668.0,269.0,2745.6,Blue,Jackson Hole,0.09797494172494173,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Rendevous Trail,8284.0,9590.0,1302.0,5227.2,Blue,Jackson Hole,0.24908172635445364,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Slalom,6591.0,7493.0,902.0,2428.8,Blue,Jackson Hole,0.3713768115942029,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Sleeping Indian,7641.0,8474.0,833.0,2059.2000000000007,Blue,Jackson Hole,0.4045260295260295,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
South Pass Traverse,6870.0,8274.0,1407.0,2.41,Blue,Jackson Hole,583.8174273858921,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
St. Johns,6690.0,8386.0,1699.0,1.02,Blue,Jackson Hole,1665.686274509804,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Sundance,6365.0,9088.0,2726.0,1.6,Blue,Jackson Hole,1703.75,Groomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Sundog,7516.0,8524.0,1007.0,3115.2,Blue,Jackson Hole,0.3232537236774525,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Symmetry,7884.0,8402.0,518.0,1531.1999999999996,Blue,Jackson Hole,0.3382967607105539,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Teewinot Gully,6870.0,7106.0,236.0,739.2,Blue,Jackson Hole,0.31926406926406925,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Teton Traverse,7579.0,8196.0,614.0,1.05,Blue,Jackson Hole,584.7619047619047,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Togwotee Pass Traverse,7520.0,8419.0,899.0,1.14,Blue,Jackson Hole,788.5964912280702,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
U.P. Connection,6496.0,6759.0,262.0,1636.8,Blue,Jackson Hole,0.16006842619745845,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Union Pass Traverse,6516.0,6995.0,479.0,4012.8,Blue,Jackson Hole,0.11936802232854865,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Upper Ashley Ridge,7418.0,7644.0,223.0,792.0,Blue,Jackson Hole,0.2815656565656566,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Upper Teewinot,7146.0,7887.0,741.0,1742.4,Blue,Jackson Hole,0.4252754820936639,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Upper Werner,7851.0,8287.0,436.0,1584.0,Blue,Jackson Hole,0.27525252525252525,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Way Home,6365.0,6890.0,525.0,4382.4,Blue,Jackson Hole,0.1197973713033954,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Wide Open,7654.0,9019.0,1365.0,3220.8,Blue,Jackson Hole,0.4238077496274218,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Avalanche,7477.0,7949.0,472.0,1214.4,Black,Jackson Hole,0.38866930171278,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Beaver Tooth,6670.0,7418.0,745.0,2006.4,Black,Jackson Hole,0.3713118022328549,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Bernie's Bowl,9058.0,9360.0,302.0,739.2,Black,Jackson Hole,0.4085497835497836,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Big Horn,7110.0,8392.0,1283.0,2587.2,Black,Jackson Hole,0.4959029066171924,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Bird In The Hand,8963.0,9505.0,541.0,1056.0,Black,Jackson Hole,0.5123106060606061,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Bivouac,9072.0,9373.0,302.0,633.6,Black,Jackson Hole,0.4766414141414141,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Broadway,8993.0,9249.0,256.0,633.6,Black,Jackson Hole,0.404040404040404,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Buffalo Bowl,6624.0,8025.0,1398.0,2798.4,Black,Jackson Hole,0.4995711835334477,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Cascade,8205.0,8862.0,656.0,1214.4,Black,Jackson Hole,0.5401844532279314,Groomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Casper Traverse,8484.0,8934.0,446.0,1636.8,Black,Jackson Hole,0.27248289345063537,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Cheyenne Bowl,9088.0,9528.0,443.0,1161.6,Black,Jackson Hole,0.38137052341597794,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Cheyenne Gully,7762.0,8468.0,705.0,1689.6,Black,Jackson Hole,0.4172585227272727,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Coombs,8832.0,9577.0,745.0,1267.2,Black,Jackson Hole,0.5879103535353535,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Cowboy Couloir,7034.0,7257.0,223.0,444.0,Black,Jackson Hole,0.5022522522522522,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Crowheart,7149.0,8409.0,1260.0,2376.0,Black,Jackson Hole,0.5303030303030303,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Dicks Ditch,6808.0,8146.0,1339.0,4065.6,Black,Jackson Hole,0.3293486816214089,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Dog Face,9547.0,9908.0,361.0,686.4,Black,Jackson Hole,0.5259324009324009,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Downhill,8993.0,9459.0,466.0,1214.4,Black,Jackson Hole,0.38372859025032935,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Elk Alley,6808.0,7346.0,538.0,1531.1999999999996,Black,Jackson Hole,0.3513584117032393,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Flip Point,8615.0,9436.0,817.0,1531.1999999999996,Black,Jackson Hole,0.5335684430512018,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Jackson Face,6703.0,7418.0,712.0,1795.2,Black,Jackson Hole,0.3966131907308378,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Jackson Face Cut,7211.0,7497.0,285.0,686.4,Black,Jackson Hole,0.4152097902097902,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Lower Ashley Ridge,7021.0,7369.0,348.0,844.8000000000002,Black,Jackson Hole,0.4119318181818181,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Lower Sublette Ridge,6706.0,8314.0,1608.0,3168.0,Black,Jackson Hole,0.5075757575757576,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Middle Hoback,6978.0,8983.0,2005.0,3696.0,Black,Jackson Hole,0.5424783549783551,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Moran Woods,7733.0,8399.0,669.0,1425.6,Black,Jackson Hole,0.4692760942760942,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
North Colter Ridge,6621.0,8009.0,1388.0,2904.0000000000005,Black,Jackson Hole,0.477961432506887,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
North Hoback,6900.0,9101.0,2201.0,4857.6,Black,Jackson Hole,0.4531044137022398,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
North Hoback Cut,6873.0,7907.0,1037.0,1900.8,Black,Jackson Hole,0.5455597643097643,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Pair-a-Chutes,8865.0,9252.0,387.0,633.6,Black,Jackson Hole,0.6107954545454545,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Pathfinder,7090.0,8133.0,1043.0,2428.8,Black,Jackson Hole,0.4294301712779973,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Pepi's Run,8287.0,9442.0,1155.0,2798.4,Black,Jackson Hole,0.41273584905660377,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Ranger,8074.0,9062.0,988.0,2376.0,Black,Jackson Hole,0.4158249158249158,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Rawlins Bowl,6637.0,8238.0,1601.0,3484.8,Black,Jackson Hole,0.4594237832874196,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Rendevous Bowl,9619.0,10420.0,801.0,1848.0,Black,Jackson Hole,0.4334415584415585,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Riverton Bowl,7943.0,8747.0,804.0,1531.1999999999996,Black,Jackson Hole,0.5250783699059561,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Saratoga Bowl Traverse,6837.0,7139.0,302.0,1689.6,Black,Jackson Hole,0.17874053030303028,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Secret Slope,7054.0,7310.0,256.0,739.2,Black,Jackson Hole,0.3463203463203463,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Snag Tree,8976.0,9327.0,351.0,739.2,Black,Jackson Hole,0.4748376623376623,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
South Colter Ridge,6608.0,8202.0,1598.0,3484.8,Black,Jackson Hole,0.4585629017447199,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
South Hoback,7014.0,8898.0,1883.0,3854.4,Black,Jackson Hole,0.4885325861353258,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Split Rock,8927.0,9262.0,335.0,739.2,Black,Jackson Hole,0.4531926406926407,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Surprise,7677.0,8169.0,492.0,1056.0,Black,Jackson Hole,0.4659090909090909,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Table Rock,8960.0,9334.0,371.0,844.8000000000002,Black,Jackson Hole,0.43915719696969696,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Tensleep,9259.0,9892.0,633.0,3537.600000000001,Black,Jackson Hole,0.17893487109905018,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Thunder,8081.0,8717.0,636.0,1267.2,Black,Jackson Hole,0.5018939393939393,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Upper Kemmerer,7759.0,8999.0,1240.0,2481.6,Black,Jackson Hole,0.4996776273372018,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Wally World,8914.0,9501.0,587.0,1742.4,Black,Jackson Hole,0.3368916437098255,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Alta Chutes,8524.0,8875.0,351.0,633.6,,Jackson Hole,0.5539772727272727,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Beartooth,8812.0,9370.0,558.0,844.8000000000002,,Jackson Hole,0.6605113636363635,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Central Chute,9091.0,9583.0,492.0,1108.8,,Jackson Hole,0.4437229437229437,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Corbet's Couloir,9649.0,10256.0,607.0,1003.2,,Jackson Hole,0.6050637958532695,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Dayton Bowl,8891.0,9124.0,233.0,580.8,,Jackson Hole,0.4011707988980717,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Expert Chutes,9114.0,9616.0,502.0,1003.2,,Jackson Hole,0.5003987240829346,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Fremont,8652.0,9255.0,604.0,1108.8,,Jackson Hole,0.5447330447330447,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Greybull,8734.0,9327.0,594.0,1056.0,,Jackson Hole,0.5625,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Grizzly Glade,8212.0,8652.0,440.0,950.4,,Jackson Hole,0.462962962962963,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Hoops Gap,8373.0,8737.0,364.0,522.0,,Jackson Hole,0.6973180076628352,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Liar's Slide,8573.0,8953.0,377.0,633.6,,Jackson Hole,0.5950126262626262,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Limber Pine Chute,8842.0,9180.0,338.0,792.0,,Jackson Hole,0.4267676767676768,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Moccasin,8862.0,9354.0,492.0,686.4,,Jackson Hole,0.7167832167832168,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Moran Face,8271.0,8789.0,518.0,844.8000000000002,,Jackson Hole,0.6131628787878788,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Paint Brush,8445.0,9186.0,741.0,1320.0,,Jackson Hole,0.5613636363636364,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Sheridan Bowl,8865.0,9344.0,476.0,897.6,,Jackson Hole,0.5303030303030303,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Shot 7,8796.0,9170.0,374.0,580.8,,Jackson Hole,0.643939393939394,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Shot 8,9183.0,9442.0,259.0,467.0,,Jackson Hole,0.5546038543897216,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Shot 9,9104.0,9409.0,305.0,580.8,,Jackson Hole,0.5251377410468321,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Tower Three Chute,8442.0,9154.0,712.0,1161.6,,Jackson Hole,0.6129476584022039,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
Washakie Glade,8255.0,8770.0,515.0,950.4,,Jackson Hole,0.5418771043771043,Ungroomed,6319,13,10419,4100,0.37,0.35,0.16,0.05,0.06,165,130
All Smiles,10643.0,10778.0,135.0,1003.2,Green,Loveland,0.13456937799043062,Groomed,10642,11,12680,2039,0.22,0.44,0.15,0.17,0.01,89,99
Boomerang,10640.0,10984.0,344.0,1900.8,Green,Loveland,0.18097643097643096,Groomed,10642,11,12680,2039,0.22,0.44,0.15,0.17,0.01,89,99
Cat Walk,11614.0,11867.0,256.0,1689.6,Green,Loveland,0.1515151515151515,Groomed,10642,11,12680,2039,0.22,0.44,0.15,0.17,0.01,89,99
Deuces Wild,11555.0,11873.0,318.0,1531.1999999999996,Green,Loveland,0.2076802507836991,Groomed,10642,11,12680,2039,0.22,0.44,0.15,0.17,0.01,89,99
Fail Safe,11339.0,11476.0,141.0,1108.8,Green,Loveland,0.12716450216450215,Ungroomed,10642,11,12680,2039,0.22,0.44,0.15,0.17,0.01,89,99
Fire Bowl,11575.0,11995.0,420.0,2323.2,Green,Loveland,0.18078512396694216,Groomed,10642,11,12680,2039,0.22,0.44,0.15,0.17,0.01,89,99
Forest Meadow,11322.0,11552.0,230.0,1953.6,Green,Loveland,0.11773136773136772,Groomed,10642,11,12680,2039,0.22,0.44,0.15,0.17,0.01,89,99
Homerun,10899.0,11155.0,256.0,1742.4,Green,Loveland,0.14692378328741965,Ungroomed,10642,11,12680,2039,0.22,0.44,0.15,0.17,0.01,89,99
Lower Creek Trail,11138.0,11407.0,272.0,1584.0,Green,Loveland,0.1717171717171717,Groomed,10642,11,12680,2039,0.22,0.44,0.15,0.17,0.01,89,99
Mambo,11158.0,11611.0,449.0,1953.6,Green,Loveland,0.22983210483210484,Groomed,10642,11,12680,2039,0.22,0.44,0.15,0.17,0.01,89,99
North Turtle Creek,11339.0,11565.0,226.0,1056.0,Green,Loveland,0.21401515151515152,Groomed,10642,11,12680,2039,0.22,0.44,0.15,0.17,0.01,89,99
South Turtle Creek,11358.0,11552.0,194.0,1056.0,Green,Loveland,0.1837121212121212,Ungroomed,10642,11,12680,2039,0.22,0.44,0.15,0.17,0.01,89,99
Take Off,10646.0,10774.0,128.0,1056.0,Green,Loveland,0.12121212121212123,Groomed,10642,11,12680,2039,0.22,0.44,0.15,0.17,0.01,89,99
Tango Road,10902.0,11096.0,194.0,1795.2,Green,Loveland,0.10806595365418896,Groomed,10642,11,12680,2039,0.22,0.44,0.15,0.17,0.01,89,99
Turtle Creek,11099.0,11352.0,256.0,1795.2,Green,Loveland,0.14260249554367202,Groomed,10642,11,12680,2039,0.22,0.44,0.15,0.17,0.01,89,99
Upper Creek Trail,11421.0,11768.0,348.0,1636.8,Green,Loveland,0.2126099706744868,Ungroomed,10642,11,12680,2039,0.22,0.44,0.15,0.17,0.01,89,99
Zig Zag,10709.0,11486.0,778.0,4804.8,Green,Loveland,0.1619214119214119,Ungroomed,10642,11,12680,2039,0.22,0.44,0.15,0.17,0.01,89,99
Apollo,11781.0,12188.0,407.0,2323.2,Blue,Loveland,0.17518939393939395,Ungroomed,10642,11,12680,2039,0.22,0.44,0.15,0.17,0.01,89,99
Awesome,11309.0,12126.0,820.0,5174.4,Blue,Loveland,0.15847247990105134,Groomed,10642,11,12680,2039,0.22,0.44,0.15,0.17,0.01,89,99
Bennett's Bowl,11670.0,11998.0,328.0,2006.4,Blue,Loveland,0.16347687400318978,Ungroomed,10642,11,12680,2039,0.22,0.44,0.15,0.17,0.01,89,99
Blackjack,11276.0,11437.0,161.0,950.4,Blue,Loveland,0.16940235690235692,Ungroomed,10642,11,12680,2039,0.22,0.44,0.15,0.17,0.01,89,99
Chet's Run,11549.0,12113.0,564.0,2323.2,Blue,Loveland,0.24276859504132234,Groomed,10642,11,12680,2039,0.22,0.44,0.15,0.17,0.01,89,99
Dealer's Choice,11562.0,11864.0,305.0,2059.2000000000007,Blue,Loveland,0.1481157731157731,Groomed,10642,11,12680,2039,0.22,0.44,0.15,0.17,0.01,89,99
Double Dip,10948.0,11388.0,443.0,1267.2,Blue,Loveland,0.3495896464646465,Ungroomed,10642,11,12680,2039,0.22,0.44,0.15,0.17,0.01,89,99
Drifter,11276.0,11650.0,374.0,1689.6,Blue,Loveland,0.22135416666666666,Groomed,10642,11,12680,2039,0.22,0.44,0.15,0.17,0.01,89,99
Excelleration,11424.0,11699.0,276.0,1161.6,Blue,Loveland,0.237603305785124,Ungroomed,10642,11,12680,2039,0.22,0.44,0.15,0.17,0.01,89,99
Fire Cut,11247.0,11699.0,453.0,1795.2,Blue,Loveland,0.2523395721925133,Ungroomed,10642,11,12680,2039,0.22,0.44,0.15,0.17,0.01,89,99
Keno,11460.0,11814.0,354.0,1636.8,Blue,Loveland,0.21627565982404687,Groomed,10642,11,12680,2039,0.22,0.44,0.15,0.17,0.01,89,99
Mercury,11850.0,12188.0,338.0,1584.0,Blue,Loveland,0.2133838383838384,Ungroomed,10642,11,12680,2039,0.22,0.44,0.15,0.17,0.01,89,99
Nix Nox,10974.0,11601.0,627.0,1953.6,Blue,Loveland,0.32094594594594594,Ungroomed,10642,11,12680,2039,0.22,0.44,0.15,0.17,0.01,89,99
North Blackjack,11476.0,11821.0,348.0,1425.6,Blue,Loveland,0.2441077441077441,Ungroomed,10642,11,12680,2039,0.22,0.44,0.15,0.17,0.01,89,99
North Chute #1,11473.0,11739.0,262.0,739.2,Blue,Loveland,0.35443722943722944,Ungroomed,10642,11,12680,2039,0.22,0.44,0.15,0.17,0.01,89,99
North Chute #2,11552.0,11804.0,253.0,686.4,Blue,Loveland,0.3685897435897436,Ungroomed,10642,11,12680,2039,0.22,0.44,0.15,0.17,0.01,89,99
North Chute #3,11611.0,11883.0,272.0,792.0,Blue,Loveland,0.3434343434343434,Ungroomed,10642,11,12680,2039,0.22,0.44,0.15,0.17,0.01,89,99
Our Bowl,11696.0,12060.0,367.0,1056.0,Blue,Loveland,0.3475378787878788,Ungroomed,10642,11,12680,2039,0.22,0.44,0.15,0.17,0.01,89,99
Perfect Bowl,11516.0,11913.0,397.0,1267.2,Blue,Loveland,0.3132891414141414,Groomed,10642,11,12680,2039,0.22,0.44,0.15,0.17,0.01,89,99
