Trail Name,Bottom Elev (ft),Top Elev (ft),Vertical Drop (ft),Slope Length (ft),Difficulty,Resort,Average Steepness,Groomed,Base,Lifts,Top,Vertical Rise (ft),Percent Blacks,Percent Blues,Percent Double Blacks,Percent Greens,Percent Terrain Parks,Price,Total Runs,Location
Hallelujah Traverse,11453,11854,400,2956,Black,Copper,0.14,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Highline,10581,11614,1033,3062,Black,Copper,0.34,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Hodson's Cut,10548,11608,1060,3748,Black,Copper,0.28,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Indian Ridge,11401,11608,207,457,Black,Copper,0.45,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Julie's Vision,11490,12198,712,1900,Black,Copper,0.37,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Kaboom,11381,12139,758,2956,Black,Copper,0.26,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Lillie G,11175,12198,1024,3168,Black,Copper,0.32,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Lillie G Traverse,12198,12310,112,1531,Black,Copper,0.07,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Little Trees,11555,11880,325,633,Black,Copper,0.51,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Looking Glass,11106,11690,584,1214,Black,Copper,0.48,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Lower Enchanted Forest,11220,11516,299,1372,Black,Copper,0.22,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Marvin Garden,11775,12142,367,844,Black,Copper,0.43,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Matchless,11490,12251,761,2323,Black,Copper,0.33,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Mine Dump,11188,11900,712,2640,Black,Copper,0.27,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Ore Deal,9793,10617,823,2323,Black,Copper,0.35,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Overlode,9780,10778,997,3009,Black,Copper,0.33,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Park Place,11824,12113,289,633,Black,Copper,0.46,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Rattler,11316,11903,587,1742,Black,Copper,0.34,Groomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Revenge,11375,12116,741,2851,Black,Copper,0.26,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Rosi's Run,9711,10830,1119,3590,Black,Copper,0.31,Groomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Sail Away Glade,10715,11033,318,1267,Black,Copper,0.25,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Sawtooth,10551,11591,1040,3220,Black,Copper,0.32,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Six Shooter,11745,12251,502,1320,Black,Copper,0.38,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Slip Not,11145,11680,535,1161,Black,Copper,0.46,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Spaulding Ridge,12041,12267,226,1214,Black,Copper,0.19,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Too Much,9803,11480,1677,5121,Black,Copper,0.33,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Treble Cliff,9780,10397,617,1847,Black,Copper,0.33,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Triple Treat,9793,11467,1673,5016,Black,Copper,0.33,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Union Meadows,11877,11982,105,739,Black,Copper,0.14,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Union Peak,11680,12257,577,1425,Black,Copper,0.4,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Ute Overlook,11148,11624,476,1108,Black,Copper,0.43,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Atlantic Cornice,11624,11985,364,844,Double Black,Copper,0.43,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Black Bear Glade,9948,10689,741,1742,Double Black,Copper,0.43,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Boulderado,11152,12228,1076,2481,Double Black,Copper,0.43,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Bradley's Plunge,11588,12215,623,1531,Double Black,Copper,0.41,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Buffalo Stampede,11378,11850,472,1478,Double Black,Copper,0.32,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Buzzard's Alley,11480,12198,722,2851,Double Black,Copper,0.25,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Calendar Chute,11788,12238,453,1056,Double Black,Copper,0.43,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Cornice Chute,11768,12254,486,1161,Double Black,Copper,0.42,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Curecanti,11467,12169,699,1953,Double Black,Copper,0.36,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Denverite,11234,11788,554,1425,Double Black,Copper,0.39,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Double Zero,11608,11982,377,1003,Double Black,Copper,0.38,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Drain Pipe,11621,11955,335,844,Double Black,Copper,0.4,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Falcon Alley,11752,12254,499,1003,Double Black,Copper,0.5,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Free Fall Glade,9882,10679,797,2164,Double Black,Copper,0.37,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Iron Mask,11722,12188,466,1320,Double Black,Copper,0.35,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Lallarookn,11949,12182,233,1584,Double Black,Copper,0.15,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Pacific Cornice,11667,12047,381,950,Double Black,Copper,0.4,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Patrol Chute,11785,12251,463,1056,Double Black,Copper,0.44,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Ram's Run,11253,11818,568,1478,Double Black,Copper,0.38,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Resolution Bowl,11608,11932,325,792,Double Black,Copper,0.41,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Schaeffer's,11601,12218,614,1478,Double Black,Copper,0.42,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
So Fine,11739,12149,407,897,Double Black,Copper,0.45,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Summit Stash,11860,12208,348,950,Double Black,Copper,0.37,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
The Springs,11191,11854,666,1689,Double Black,Copper,0.39,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Triple Zero,11614,11975,361,792,Double Black,Copper,0.46,Groomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Upper Enchanted Forest,11539,11736,194,950,Double Black,Copper,0.2,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Valentine's,11152,11798,646,1478,Double Black,Copper,0.44,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Western Slope,11608,12251,643,1372,Double Black,Copper,0.47,Ungroomed,9711,23,12326,2615,35,22,20,19,4,119,141,CO
Alley Loop,10052,10108,56,739,Green,Crested Butte,0.08,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Aspen Park Road,9744,10276,528,1,Green,Crested Butte,528.0,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Augusta,9327,9472,144,844,Green,Crested Butte,0.17,Groomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Big Al's,9731,9941,207,1214,Green,Crested Butte,0.17,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Bubba's Shortcut,10243,10335,92,1161,Green,Crested Butte,0.08,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Elk Avenue,9757,10079,325,1795,Green,Crested Butte,0.18,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Grand Traverse,9738,9957,220,1214,Green,Crested Butte,0.18,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Gunsight Pass,9695,10144,449,4699,Green,Crested Butte,0.1,Groomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
High Tide,9324,9475,154,1003,Green,Crested Butte,0.15,Groomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Houston,9711,10240,528,1,Green,Crested Butte,528.0,Groomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Kubler,10141,10289,148,1636,Green,Crested Butte,0.09,Groomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Little Queen,9977,10036,59,844,Green,Crested Butte,0.07,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Lower Keystone,9718,10200,482,2851,Green,Crested Butte,0.17,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Lower Twister,9373,10174,801,4171,Green,Crested Butte,0.19,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Mary Jo,10023,10121,102,897,Green,Crested Butte,0.11,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Mineral Point,9931,10328,397,2270,Green,Crested Butte,0.17,Groomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Peach Tree,9324,9482,157,1689,Green,Crested Butte,0.09,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Peanut,10174,10331,157,1478,Green,Crested Butte,0.11,Groomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Poverty Gulch,9980,10276,295,1953,Green,Crested Butte,0.15,Groomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Roller Coaster,10056,10371,312,1689,Green,Crested Butte,0.18,Groomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Rustler's Gulch,9298,9478,180,1003,Green,Crested Butte,0.18,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Splain's Gulch,9849,10144,292,1847,Green,Crested Butte,0.16,Groomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
T-Bar Road,9646,9734,89,1214,Green,Crested Butte,0.07,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Topsy,9820,10138,318,1900,Green,Crested Butte,0.17,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Twin Bridges,9623,9951,328,2798,Green,Crested Butte,0.12,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Warming House Hill,9396,9711,315,2217,Green,Crested Butte,0.14,Groomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Yellow Brick Road,10276,10738,463,1,Green,Crested Butte,463.0,Groomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Black Eagle,9131,10141,1010,4857,Blue,Crested Butte,0.21,Groomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Breakfast Trail,10299,10453,154,1003,Blue,Crested Butte,0.15,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Buckley,9281,9744,463,1795,Blue,Crested Butte,0.26,Groomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Bushwacker,9711,10246,535,2640,Blue,Crested Butte,0.2,Groomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Canaan,10387,10755,367,1267,Blue,Crested Butte,0.29,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Cascade,9642,10141,495,2164,Blue,Crested Butte,0.23,Groomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Columbine Hill,9436,10000,564,3326,Blue,Crested Butte,0.17,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Conundrum,9577,9688,108,1214,Blue,Crested Butte,0.09,Groomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Daisy,9833,10148,315,2692,Blue,Crested Butte,0.12,Groomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Deer Pass,9629,9767,138,950,Blue,Crested Butte,0.15,Groomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Elko Park,9639,10154,515,3326,Blue,Crested Butte,0.15,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Fallaway,10259,10381,125,950,Blue,Crested Butte,0.13,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Floresta,9751,10030,279,1320,Blue,Crested Butte,0.21,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Forest Queen,10039,11102,1063,4276,Blue,Crested Butte,0.25,Groomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Gus's Way,9839,10194,351,2798,Blue,Crested Butte,0.13,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Homeowner's,9629,10138,509,4804,Blue,Crested Butte,0.11,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Houston Access,10240,10364,125,1267,Blue,Crested Butte,0.1,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Little Lizzy,9816,10148,328,1847,Blue,Crested Butte,0.18,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Lower Bear,10161,10338,177,686,Blue,Crested Butte,0.26,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Lower Gallowich,9131,9577,446,2164,Blue,Crested Butte,0.21,Groomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Lower Ruby Chief,9833,10295,463,2956,Blue,Crested Butte,0.16,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Lower Treasury,9131,9951,820,3379,Blue,Crested Butte,0.24,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Meander,9957,10144,190,739,Blue,Crested Butte,0.26,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Middle Gallowich,9583,9905,325,1108,Blue,Crested Butte,0.29,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
North Pass,9652,10138,486,2270,Blue,Crested Butte,0.21,Groomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Panion's Run,9639,10138,499,2587,Blue,Crested Butte,0.19,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Panion's Run Variant,9639,10141,502,3062,Blue,Crested Butte,0.16,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Paradise Access,9833,10010,174,1056,Blue,Crested Butte,0.16,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Paradise Bowl,10758,11142,384,1742,Blue,Crested Butte,0.22,Groomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Prospector,9616,10115,499,2217,Blue,Crested Butte,0.23,Groomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Prospector Variant,9619,10141,522,2534,Blue,Crested Butte,0.21,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Rosebush Glades,9738,9957,220,686,Blue,Crested Butte,0.32,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Ruby Access,10154,10240,85,580,Blue,Crested Butte,0.15,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Ruby Steep,10302,10476,174,633,Blue,Crested Butte,0.27,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Silver Queen Road,11125,11224,98,1161,Blue,Crested Butte,0.08,Groomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Smith Hill,9734,10338,604,3854,Blue,Crested Butte,0.16,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Tulsa,10033,10315,282,1320,Blue,Crested Butte,0.21,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Upper Conundrum,9688,9833,144,792,Blue,Crested Butte,0.18,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Upper Gallowich,9931,10164,233,1320,Blue,Crested Butte,0.18,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Upper Park,10203,10568,364,1531,Blue,Crested Butte,0.24,Groomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Upper Ruby Chief,10476,11138,663,2270,Blue,Crested Butte,0.29,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Upper Treasury,9970,10243,272,1267,Blue,Crested Butte,0.21,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Windy Gap,11234,11470,236,1267,Blue,Crested Butte,0.19,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Avery,10902,11404,505,1742,Black,Crested Butte,0.29,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Bakery Trees,9203,9518,315,1108,Black,Crested Butte,0.28,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Banana Exit,9600,9938,338,1003,Black,Crested Butte,0.34,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Banana High Entrance,11519,11883,367,1900,Black,Crested Butte,0.19,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Belleview,10945,11404,463,1320,Black,Crested Butte,0.35,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Crystal,10413,10961,548,1267,Black,Crested Butte,0.43,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Double Top Glades,9491,10135,640,2164,Black,Crested Butte,0.3,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Easy Out,10262,10558,295,2112,Black,Crested Butte,0.14,Groomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Eflin's Way,11657,11883,226,1108,Black,Crested Butte,0.2,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Git Some Glades,9469,10072,604,1689,Black,Crested Butte,0.36,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Gully Glades,9672,10082,410,1267,Black,Crested Butte,0.32,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Horseshoe,10449,10646,197,328,Black,Crested Butte,0.6,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Horseshoe Spring,10318,10663,344,844,Black,Crested Butte,0.41,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Hot Rocks,9951,10161,210,580,Black,Crested Butte,0.36,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
International,9370,10948,1578,1,Black,Crested Butte,1578.0,Groomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Jokerville,10584,10984,400,897,Black,Crested Butte,0.45,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Keystone,10725,11010,285,686,Black,Crested Butte,0.42,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Keystone Ridge,10725,11050,322,792,Black,Crested Butte,0.41,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Lower Championship,9304,9734,433,1689,Black,Crested Butte,0.26,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Lower Crystal,10118,10407,292,1320,Black,Crested Butte,0.22,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Mach 1,9659,9777,118,256,Black,Crested Butte,0.46,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Middle Championship,9787,9928,141,950,Black,Crested Butte,0.15,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Middle Twister,10180,10302,121,792,Black,Crested Butte,0.15,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Monument,11007,11276,269,528,Black,Crested Butte,0.51,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
No Name,10423,11404,981,3643,Black,Crested Butte,0.27,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
North Star,11316,11640,325,1320,Black,Crested Butte,0.25,Groomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Peoria,10377,10594,220,686,Black,Crested Butte,0.32,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Resurrection,9439,10144,705,2164,Black,Crested Butte,0.33,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Robel'l,10853,11079,226,409,Black,Crested Butte,0.55,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Ruby Road,10965,11155,190,2006,Black,Crested Butte,0.09,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Schofield Road,11129,11411,279,2904,Black,Crested Butte,0.1,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Sylvanite,9734,10190,456,2164,Black,Crested Butte,0.21,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Triangle (East),11030,11243,213,528,Black,Crested Butte,0.4,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Triangle (West),11007,11240,233,528,Black,Crested Butte,0.44,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Twister,10315,11260,945,2164,Black,Crested Butte,0.44,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Upper Championship,9944,10190,246,1056,Black,Crested Butte,0.23,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Banana,9961,11453,1493,2956,Double Black,Crested Butte,0.51,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Big Chute,11191,11493,302,503,Double Black,Crested Butte,0.6,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Cat road to Paradise Bowl,11188,11404,217,1478,Double Black,Crested Butte,0.15,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Duey's,11634,11844,210,282,Double Black,Crested Butte,0.74,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Flatiron,11138,11473,335,470,Double Black,Crested Butte,0.71,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Forest,10512,10823,312,739,Double Black,Crested Butte,0.42,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Fredo's,11302,11362,59,475,Double Black,Crested Butte,0.12,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Funnel,10906,11263,354,580,Double Black,Crested Butte,0.61,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Grounds,11558,11778,223,428,Double Black,Crested Butte,0.52,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Halfpipe Gully,11581,11873,292,686,Double Black,Crested Butte,0.43,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Hard Slab,11066,11260,190,301,Double Black,Crested Butte,0.63,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Hawk's Nest,10823,11119,295,450,Double Black,Crested Butte,0.66,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Headwall Glades,11204,11496,292,474,Double Black,Crested Butte,0.62,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
High Nowhere,11188,11375,187,312,Double Black,Crested Butte,0.6,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Highlife,11109,11325,213,226,Double Black,Crested Butte,0.94,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Hockey Rink,9925,10203,279,633,Double Black,Crested Butte,0.44,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Jack in the Box Glades,11358,11562,203,384,Double Black,Crested Butte,0.53,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Last Steep,10082,10433,351,580,Double Black,Crested Butte,0.61,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Liars Bench,11243,11424,180,349,Double Black,Crested Butte,0.52,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Lower Third Bowl,10056,10502,446,739,Double Black,Crested Butte,0.6,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Main Street,11575,11798,223,421,Double Black,Crested Butte,0.53,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Morning Glory,11611,11814,203,308,Double Black,Crested Butte,0.66,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Morning Woods,11204,11319,115,580,Double Black,Crested Butte,0.2,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Old Pro,10689,10912,223,393,Double Black,Crested Butte,0.57,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Paradise Cliffs,11184,11499,315,440,Double Black,Crested Butte,0.72,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Peach Pit,11457,11555,98,311,Double Black,Crested Butte,0.32,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Peak,11847,12077,226,378,Double Black,Crested Butte,0.6,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Peel,10535,10925,390,633,Double Black,Crested Butte,0.62,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Phoenix Bowl,10364,10656,289,403,Double Black,Crested Butte,0.72,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Phoenix Steps,10499,10699,200,458,Double Black,Crested Butte,0.44,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Pinball,10039,10325,282,897,Double Black,Crested Butte,0.31,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Powder 8 Gully,11273,11558,285,403,Double Black,Crested Butte,0.71,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Rachel's,10984,11201,217,686,Double Black,Crested Butte,0.32,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Rambo,10039,10420,381,897,Double Black,Crested Butte,0.42,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Sock-It-To-Me Ridge,10463,10568,105,686,Double Black,Crested Butte,0.15,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Solar Glaze,11329,11601,272,470,Double Black,Crested Butte,0.58,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Spellbound Bowl,10869,11168,299,686,Double Black,Crested Butte,0.44,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Spellbound Glades,10745,10932,187,390,Double Black,Crested Butte,0.48,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Staircase,9941,10479,538,739,Double Black,Crested Butte,0.73,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Sunset Ridge,10709,11102,394,580,Double Black,Crested Butte,0.68,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Teo 1,11243,11621,377,478,Double Black,Crested Butte,0.79,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
Teo 2,11050,11237,187,311,Double Black,Crested Butte,0.6,Ungroomed,9132,15,11874,2742,22,26,33,16,2,129,164,CO
