Trail Name,Bottom Elev (ft),Top Elev (ft),Vertical Drop (ft),Slope Length (ft),Difficulty,Resort,Average Steepness,Groomed,Base,Lifts,Top,Vertical Rise (ft),Percent Blacks,Percent Blues,Percent Double Blacks,Percent Greens,Percent Terrain Parks,Price,Total Runs,Location
Take Off,10646,10774,128,1056,Green,Loveland,0.12,Groomed,10642,11,12680,2039,22,44,15,17,1,89,99,CO
Tango Road,10902,11096,194,1795,Green,Loveland,0.11,Groomed,10642,11,12680,2039,22,44,15,17,1,89,99,CO
Turtle Creek,11099,11352,256,1795,Green,Loveland,0.14,Groomed,10642,11,12680,2039,22,44,15,17,1,89,99,CO
Upper Creek Trail,11421,11768,348,1636,Green,Loveland,0.21,Ungroomed,10642,11,12680,2039,22,44,15,17,1,89,99,CO
Zig Zag,10709,11486,778,4804,Green,Loveland,0.16,Ungroomed,10642,11,12680,2039,22,44,15,17,1,89,99,CO
Apollo,11781,12188,407,2323,Blue,Loveland,0.18,Ungroomed,10642,11,12680,2039,22,44,15,17,1,89,99,CO
Awesome,11309,12126,820,5174,Blue,Loveland,0.16,Groomed,10642,11,12680,2039,22,44,15,17,1,89,99,CO
Bennett's Bowl,11670,11998,328,2006,Blue,Loveland,0.16,Ungroomed,10642,11,12680,2039,22,44,15,17,1,89,99,CO
Blackjack,11276,11437,161,950,Blue,Loveland,0.17,Ungroomed,10642,11,12680,2039,22,44,15,17,1,89,99,CO
Chet's Run,11549,12113,564,2323,Blue,Loveland,0.24,Groomed,10642,11,12680,2039,22,44,15,17,1,89,99,CO
Dealer's Choice,11562,11864,305,2059,Blue,Loveland,0.15,Groomed,10642,11,12680,2039,22,44,15,17,1,89,99,CO
Double Dip,10948,11388,443,1267,Blue,Loveland,0.35,Ungroomed,10642,11,12680,2039,22,44,15,17,1,89,99,CO
Drifter,11276,11650,374,1689,Blue,Loveland,0.22,Groomed,10642,11,12680,2039,22,44,15,17,1,89,99,CO
Excelleration,11424,11699,276,1161,Blue,Loveland,0.24,Ungroomed,10642,11,12680,2039,22,44,15,17,1,89,99,CO
Fire Cut,11247,11699,453,1795,Blue,Loveland,0.25,Ungroomed,10642,11,12680,2039,22,44,15,17,1,89,99,CO
Keno,11460,11814,354,1636,Blue,Loveland,0.22,Groomed,10642,11,12680,2039,22,44,15,17,1,89,99,CO
Mercury,11850,12188,338,1584,Blue,Loveland,0.21,Ungroomed,10642,11,12680,2039,22,44,15,17,1,89,99,CO
Nix Nox,10974,11601,627,1953,Blue,Loveland,0.32,Ungroomed,10642,11,12680,2039,22,44,15,17,1,89,99,CO
North Blackjack,11476,11821,348,1425,Blue,Loveland,0.24,Ungroomed,10642,11,12680,2039,22,44,15,17,1,89,99,CO
North Chute #1,11473,11739,262,739,Blue,Loveland,0.35,Ungroomed,10642,11,12680,2039,22,44,15,17,1,89,99,CO
North Chute #2,11552,11804,253,686,Blue,Loveland,0.37,Ungroomed,10642,11,12680,2039,22,44,15,17,1,89,99,CO
North Chute #3,11611,11883,272,792,Blue,Loveland,0.34,Ungroomed,10642,11,12680,2039,22,44,15,17,1,89,99,CO
Our Bowl,11696,12060,367,1056,Blue,Loveland,0.35,Ungroomed,10642,11,12680,2039,22,44,15,17,1,89,99,CO
Perfect Bowl,11516,11913,397,1267,Blue,Loveland,0.31,Groomed,10642,11,12680,2039,22,44,15,17,1,89,99,CO
Poma Line,11217,11709,489,1847,Blue,Loveland,0.26,Ungroomed,10642,11,12680,2039,22,44,15,17,1,89,99,CO
Richard's Run,11093,11824,732,2587,Blue,Loveland,0.28,Groomed,10642,11,12680,2039,22,44,15,17,1,89,99,CO
Rookie Road,11919,12684,764,4329,Blue,Loveland,0.18,Groomed,10642,11,12680,2039,22,44,15,17,1,89,99,CO
Roulette,11312,11857,541,2323,Blue,Loveland,0.23,Groomed,10642,11,12680,2039,22,44,15,17,1,89,99,CO
Royal Flush,11499,11860,361,1478,Blue,Loveland,0.24,Groomed,10642,11,12680,2039,22,44,15,17,1,89,99,CO
Scrub,11115,11480,361,950,Blue,Loveland,0.38,Groomed,10642,11,12680,2039,22,44,15,17,1,89,99,CO
South Blackjack,11450,11827,374,1900,Blue,Loveland,0.2,Ungroomed,10642,11,12680,2039,22,44,15,17,1,89,99,CO
South Chute #1,11509,11709,197,580,Blue,Loveland,0.34,Ungroomed,10642,11,12680,2039,22,44,15,17,1,89,99,CO
South Chute #2,11529,11814,285,686,Blue,Loveland,0.42,Ungroomed,10642,11,12680,2039,22,44,15,17,1,89,99,CO
South Chute #3,11614,11837,223,633,Blue,Loveland,0.35,Ungroomed,10642,11,12680,2039,22,44,15,17,1,89,99,CO
South Chute #4,11627,11883,259,792,Blue,Loveland,0.33,Ungroomed,10642,11,12680,2039,22,44,15,17,1,89,99,CO
South Chute #5,11640,11929,289,1056,Blue,Loveland,0.27,Ungroomed,10642,11,12680,2039,22,44,15,17,1,89,99,CO
Spillway,11631,11854,223,633,Blue,Loveland,0.35,Groomed,10642,11,12680,2039,22,44,15,17,1,89,99,CO
Straight Flush,11440,11831,390,1425,Blue,Loveland,0.27,Groomed,10642,11,12680,2039,22,44,15,17,1,89,99,CO
Sunburst Bowl,11880,12185,305,2059,Blue,Loveland,0.15,Ungroomed,10642,11,12680,2039,22,44,15,17,1,89,99,CO
Switchback,10643,11450,807,3326,Blue,Loveland,0.24,Ungroomed,10642,11,12680,2039,22,44,15,17,1,89,99,CO
Telestar,11916,12182,266,1108,Blue,Loveland,0.24,Groomed,10642,11,12680,2039,22,44,15,17,1,89,99,CO
Tempest,11319,11686,371,1742,Blue,Loveland,0.21,Groomed,10642,11,12680,2039,22,44,15,17,1,89,99,CO
Tickler Gulch,11545,11955,410,2481,Blue,Loveland,0.17,Ungroomed,10642,11,12680,2039,22,44,15,17,1,89,99,CO
Tomahawk,11457,11706,249,686,Blue,Loveland,0.36,Ungroomed,10642,11,12680,2039,22,44,15,17,1,89,99,CO
Twist,10827,11421,594,2112,Blue,Loveland,0.28,Ungroomed,10642,11,12680,2039,22,44,15,17,1,89,99,CO
Waterfall,11532,11775,246,633,Blue,Loveland,0.39,Ungroomed,10642,11,12680,2039,22,44,15,17,1,89,99,CO
Zip Basin Street,11270,12123,853,3432,Blue,Loveland,0.25,Ungroomed,10642,11,12680,2039,22,44,15,17,1,89,99,CO
Zip Trail,11263,11900,633,4118,Blue,Loveland,0.15,Groomed,10642,11,12680,2039,22,44,15,17,1,89,99,CO
Zippity Split,11463,12119,659,5174,Blue,Loveland,0.13,Groomed,10642,11,12680,2039,22,44,15,17,1,89,99,CO
Busy Gully,10886,11345,459,1108,Black,Loveland,0.41,Ungroomed,10642,11,12680,2039,22,44,15,17,1,89,99,CO
Castle Rock,12123,12674,551,2323,Black,Loveland,0.24,Ungroomed,10642,11,12680,2039,22,44,15,17,1,89,99,CO
Cat's Meow,10889,11516,627,1636,Black,Loveland,0.38,Ungroomed,10642,11,12680,2039,22,44,15,17,1,89,99,CO
Catwalk Trees,11608,11837,233,380,Black,Loveland,0.61,Ungroomed,10642,11,12680,2039,22,44,15,17,1,89,99,CO
Challenger,12139,12480,341,1214,Black,Loveland,0.28,Ungroomed,10642,11,12680,2039,22,44,15,17,1,89,99,CO
Fail Safe Tree #1,11230,11499,266,580,Black,Loveland,0.46,Ungroomed,10642,11,12680,2039,22,44,15,17,1,89,99,CO
Fail Safe Tree #2,11266,11624,358,844,Black,Loveland,0.42,Ungroomed,10642,11,12680,2039,22,44,15,17,1,89,99,CO
Fail Safe Tree #3,11404,11693,289,792,Black,Loveland,0.36,Ungroomed,10642,11,12680,2039,22,44,15,17,1,89,99,CO
Field of Dreams,12365,12762,397,1584,Black,Loveland,0.25,Ungroomed,10642,11,12680,2039,22,44,15,17,1,89,99,CO
Holy Cat,10886,11493,607,1478,Black,Loveland,0.41,Ungroomed,10642,11,12680,2039,22,44,15,17,1,89,99,CO
Hook 'em Horns,11463,11867,404,1267,Black,Loveland,0.32,Ungroomed,10642,11,12680,2039,22,44,15,17,1,89,99,CO
In The Mood,11535,11975,440,1320,Black,Loveland,0.33,Ungroomed,10642,11,12680,2039,22,44,15,17,1,89,99,CO
Jelly Roll,11975,12365,390,1056,Black,Loveland,0.37,Ungroomed,10642,11,12680,2039,22,44,15,17,1,89,99,CO
North Star,12149,12510,361,1267,Black,Loveland,0.28,Groomed,10642,11,12680,2039,22,44,15,17,1,89,99,CO
Porcupine Saddle,11919,12398,479,2217,Black,Loveland,0.22,Ungroomed,10642,11,12680,2039,22,44,15,17,1,89,99,CO
Primer Bowl,12123,12638,515,1584,Black,Loveland,0.33,Ungroomed,10642,11,12680,2039,22,44,15,17,1,89,99,CO
Splashdown,11119,11437,318,1056,Black,Loveland,0.3,Ungroomed,10642,11,12680,2039,22,44,15,17,1,89,99,CO
Sunburst Chute #1,11467,11804,341,950,Black,Loveland,0.36,Ungroomed,10642,11,12680,2039,22,44,15,17,1,89,99,CO
Sunburst Chute #2,11457,11736,279,792,Black,Loveland,0.35,Ungroomed,10642,11,12680,2039,22,44,15,17,1,89,99,CO
The Face,11001,11250,249,792,Black,Loveland,0.31,Ungroomed,10642,11,12680,2039,22,44,15,17,1,89,99,CO
The Plunge,11952,12103,148,633,Black,Loveland,0.23,Ungroomed,10642,11,12680,2039,22,44,15,17,1,89,99,CO
Tiger's Tail,11437,11877,436,1161,Black,Loveland,0.38,Ungroomed,10642,11,12680,2039,22,44,15,17,1,89,99,CO
Avalanche Bowl,11407,11880,472,739,Double Black,Loveland,0.64,Ungroomed,10642,11,12680,2039,22,44,15,17,1,89,99,CO
East Ropes,11161,11490,325,580,Double Black,Loveland,0.56,Ungroomed,10642,11,12680,2039,22,44,15,17,1,89,99,CO
Marmot,12129,12858,725,1584,Double Black,Loveland,0.46,Ungroomed,10642,11,12680,2039,22,44,15,17,1,89,99,CO
No. 4 Headwall,11821,12060,240,792,Double Black,Loveland,0.3,Ungroomed,10642,11,12680,2039,22,44,15,17,1,89,99,CO
Over the Rainbow,10866,11880,1014,1900,Double Black,Loveland,0.53,Ungroomed,10642,11,12680,2039,22,44,15,17,1,89,99,CO
Patrol Bowl,12113,12635,522,1742,Double Black,Loveland,0.3,Ungroomed,10642,11,12680,2039,22,44,15,17,1,89,99,CO
Rainbow,10876,11296,417,897,Double Black,Loveland,0.46,Ungroomed,10642,11,12680,2039,22,44,15,17,1,89,99,CO
Rock Chutes,12231,12454,220,313,Double Black,Loveland,0.7,Ungroomed,10642,11,12680,2039,22,44,15,17,1,89,99,CO
Super Bowl,11998,12493,492,1214,Double Black,Loveland,0.41,Ungroomed,10642,11,12680,2039,22,44,15,17,1,89,99,CO
Super Nova,12270,12546,276,580,Double Black,Loveland,0.48,Ungroomed,10642,11,12680,2039,22,44,15,17,1,89,99,CO
Tickler,12064,12290,226,367,Double Black,Loveland,0.62,Ungroomed,10642,11,12680,2039,22,44,15,17,1,89,99,CO
Velvet Hammer,12297,12687,390,844,Double Black,Loveland,0.46,Ungroomed,10642,11,12680,2039,22,44,15,17,1,89,99,CO
West Ropes,11329,11588,262,507,Double Black,Loveland,0.52,Ungroomed,10642,11,12680,2039,22,44,15,17,1,89,99,CO
Wild Child,12064,12444,381,1056,Double Black,Loveland,0.36,Ungroomed,10642,11,12680,2039,22,44,15,17,1,89,99,CO
Zoom,10879,11388,512,1161,Double Black,Loveland,0.44,Ungroomed,10642,11,12680,2039,22,44,15,17,1,89,99,CO
Drifter,10932,11109,174,686,Green,Monarch,0.25,Groomed,10796,5,11813,1017,39,25,11,20,5,94,64,CO
Glade,10886,11191,305,2428,Green,Monarch,0.13,Ungroomed,10796,5,11813,1017,39,25,11,20,5,94,64,CO
KC Cutoff,11496,11591,92,486,Green,Monarch,0.19,Ungroomed,10796,5,11813,1017,39,25,11,20,5,94,64,CO
Liberty,10909,11102,194,739,Green,Monarch,0.26,Ungroomed,10796,5,11813,1017,39,25,11,20,5,94,64,CO
Little Joe,10961,11145,180,792,Green,Monarch,0.23,Groomed,10796,5,11813,1017,39,25,11,20,5,94,64,CO
Lower Tango,10794,11007,213,1636,Green,Monarch,0.13,Groomed,10796,5,11813,1017,39,25,11,20,5,94,64,CO
Rookie,11079,11152,72,359,Green,Monarch,0.2,Groomed,10796,5,11813,1017,39,25,11,20,5,94,64,CO
Roundabout,11201,11604,404,3432,Green,Monarch,0.12,Groomed,10796,5,11813,1017,39,25,11,20,5,94,64,CO
Sidewinder,11020,11306,282,1531,Green,Monarch,0.18,Groomed,10796,5,11813,1017,39,25,11,20,5,94,64,CO
Sky Walker,11588,11804,217,2851,Green,Monarch,0.08,Ungroomed,10796,5,11813,1017,39,25,11,20,5,94,64,CO
Sleepy Hollow,11198,11588,390,2640,Green,Monarch,0.15,Groomed,10796,5,11813,1017,39,25,11,20,5,94,64,CO
Snowflake,10837,10896,59,447,Green,Monarch,0.13,Groomed,10796,5,11813,1017,39,25,11,20,5,94,64,CO
Tenderfoot,11070,11217,151,739,Green,Monarch,0.2,Groomed,10796,5,11813,1017,39,25,11,20,5,94,64,CO
Beeline,11040,11155,115,416,Blue,Monarch,0.28,Ungroomed,10796,5,11813,1017,39,25,11,20,5,94,64,CO
Doc's Run,11066,11427,361,1372,Blue,Monarch,0.26,Ungroomed,10796,5,11813,1017,39,25,11,20,5,94,64,CO
Freeway,10827,11181,354,1689,Blue,Monarch,0.21,Groomed,10796,5,11813,1017,39,25,11,20,5,94,64,CO
Great Divide,11522,11791,269,1847,Blue,Monarch,0.15,Ungroomed,10796,5,11813,1017,39,25,11,20,5,94,64,CO
Little Mo,10860,11647,787,3220,Blue,Monarch,0.24,Groomed,10796,5,11813,1017,39,25,11,20,5,94,64,CO
Lower Hall's Alley,10906,11293,387,1531,Blue,Monarch,0.25,Ungroomed,10796,5,11813,1017,39,25,11,20,5,94,64,CO
Lower No Name,10827,11352,525,2059,Blue,Monarch,0.25,Ungroomed,10796,5,11813,1017,39,25,11,20,5,94,64,CO
North Forty,10889,11115,226,792,Blue,Monarch,0.29,Ungroomed,10796,5,11813,1017,39,25,11,20,5,94,64,CO
Quick Draw,11440,11621,177,950,Blue,Monarch,0.19,Ungroomed,10796,5,11813,1017,39,25,11,20,5,94,64,CO
Romp,11309,11539,230,792,Blue,Monarch,0.29,Groomed,10796,5,11813,1017,39,25,11,20,5,94,64,CO
Short N Sweet,11385,11716,331,1161,Blue,Monarch,0.29,Ungroomed,10796,5,11813,1017,39,25,11,20,5,94,64,CO
Snowburn,11040,11460,420,2164,Blue,Monarch,0.19,Ungroomed,10796,5,11813,1017,39,25,11,20,5,94,64,CO
Tele Alley,10860,11132,272,897,Blue,Monarch,0.3,Ungroomed,10796,5,11813,1017,39,25,11,20,5,94,64,CO
Ticaboo,11043,11463,420,1742,Blue,Monarch,0.24,Ungroomed,10796,5,11813,1017,39,25,11,20,5,94,64,CO
Toddler,11053,11289,236,686,Blue,Monarch,0.34,Ungroomed,10796,5,11813,1017,39,25,11,20,5,94,64,CO
Turbo,11365,11729,364,1003,Blue,Monarch,0.36,Ungroomed,10796,5,11813,1017,39,25,11,20,5,94,64,CO
Ajax,10978,11368,390,1056,Black,Monarch,0.37,Ungroomed,10796,5,11813,1017,39,25,11,20,5,94,64,CO
Ajax Alternative,10883,11289,404,1214,Black,Monarch,0.33,Ungroomed,10796,5,11813,1017,39,25,11,20,5,94,64,CO
Bs Bash,11040,11585,541,1795,Black,Monarch,0.3,Ungroomed,10796,5,11813,1017,39,25,11,20,5,94,64,CO
Cleanzer,11047,11437,390,950,Black,Monarch,0.41,Ungroomed,10796,5,11813,1017,39,25,11,20,5,94,64,CO
Curecanti,11535,11634,98,844,Black,Monarch,0.12,Ungroomed,10796,5,11813,1017,39,25,11,20,5,94,64,CO
Dire Straits,11201,11506,302,792,Black,Monarch,0.38,Ungroomed,10796,5,11813,1017,39,25,11,20,5,94,64,CO
Examiner,10863,11598,732,2112,Black,Monarch,0.35,Ungroomed,10796,5,11813,1017,39,25,11,20,5,94,64,CO
Geno's Meadow,11033,11243,213,739,Black,Monarch,0.29,Ungroomed,10796,5,11813,1017,39,25,11,20,5,94,64,CO
Gunbarrel,10791,11161,371,1320,Black,Monarch,0.28,Groomed,10796,5,11813,1017,39,25,11,20,5,94,64,CO
High Anxiety,11230,11677,449,1056,Black,Monarch,0.43,Ungroomed,10796,5,11813,1017,39,25,11,20,5,94,64,CO
J.R.'s,11214,11627,413,950,Black,Monarch,0.43,Ungroomed,10796,5,11813,1017,39,25,11,20,5,94,64,CO
Kanonen,11109,11608,499,1161,Black,Monarch,0.43,Ungroomed,10796,5,11813,1017,39,25,11,20,5,94,64,CO
Lobo,11414,11601,187,402,Black,Monarch,0.47,Ungroomed,10796,5,11813,1017,39,25,11,20,5,94,64,CO
Mirage,11093,11781,689,2270,Black,Monarch,0.3,Ungroomed,10796,5,11813,1017,39,25,11,20,5,94,64,CO
Outback,11201,11581,381,1267,Black,Monarch,0.3,Ungroomed,10796,5,11813,1017,39,25,11,20,5,94,64,CO
Picante,11198,11460,262,897,Black,Monarch,0.29,Ungroomed,10796,5,11813,1017,39,25,11,20,5,94,64,CO
Shagnasty,11152,11594,443,1478,Black,Monarch,0.3,Ungroomed,10796,5,11813,1017,39,25,11,20,5,94,64,CO
Sheer Rocko,11217,11804,587,1636,Black,Monarch,0.36,Ungroomed,10796,5,11813,1017,39,25,11,20,5,94,64,CO
Short Circuit,11260,11447,187,844,Black,Monarch,0.22,Ungroomed,10796,5,11813,1017,39,25,11,20,5,94,64,CO
Southbound,11542,11834,292,792,Black,Monarch,0.37,Ungroomed,10796,5,11813,1017,39,25,11,20,5,94,64,CO
Tango,11145,11572,427,1267,Black,Monarch,0.34,Ungroomed,10796,5,11813,1017,39,25,11,20,5,94,64,CO
Upper Christmas Tree,11188,11601,413,1267,Black,Monarch,0.33,Ungroomed,10796,5,11813,1017,39,25,11,20,5,94,64,CO
Upper Hall's Alley,11302,11650,348,1108,Black,Monarch,0.31,Ungroomed,10796,5,11813,1017,39,25,11,20,5,94,64,CO
Upper No Name,11339,11608,269,633,Black,Monarch,0.42,Ungroomed,10796,5,11813,1017,39,25,11,20,5,94,64,CO
Zipper,11106,11506,400,1108,Black,Monarch,0.36,Ungroomed,10796,5,11813,1017,39,25,11,20,5,94,64,CO
East Trees,11257,11568,315,1056,Double Black,Monarch,0.3,Ungroomed,10796,5,11813,1017,39,25,11,20,5,94,64,CO
Elation Ridge,11234,11736,499,1267,Double Black,Monarch,0.39,Ungroomed,10796,5,11813,1017,39,25,11,20,5,94,64,CO
Lodgeview,11165,11319,154,739,Double Black,Monarch,0.21,Ungroomed,10796,5,11813,1017,39,25,11,20,5,94,64,CO
Mirkwood Bowl,11457,11896,443,897,Double Black,Monarch,0.49,Ungroomed,10796,5,11813,1017,39,25,11,20,5,94,64,CO
Mirkwood Trees,11352,11667,318,844,Double Black,Monarch,0.38,Ungroomed,10796,5,11813,1017,39,25,11,20,5,94,64,CO
Orcs,11440,11854,413,1108,Double Black,Monarch,0.37,Ungroomed,10796,5,11813,1017,39,25,11,20,5,94,64,CO
Staircase,11296,11637,341,950,Double Black,Monarch,0.36,Ungroomed,10796,5,11813,1017,39,25,11,20,5,94,64,CO
Arc,9055,9193,138,1320,Green,Steamboat,0.1,Ungroomed,6898,18,10534,3636,46,34,5,13,3,199,167,CO
BC Ski Way,7467,8196,732,1,Green,Steamboat,732.0,Ungroomed,6898,18,10534,3636,46,34,5,13,3,199,167,CO
Bee Line,7467,7559,92,686,Green,Steamboat,0.13,Ungroomed,6898,18,10534,3636,46,34,5,13,3,199,167,CO
Boulevard,7615,7959,341,2851,Green,Steamboat,0.12,Groomed,6898,18,10534,3636,46,34,5,13,3,199,167,CO
Broadway,8445,9331,886,1,Green,Steamboat,886.0,Ungroomed,6898,18,10534,3636,46,34,5,13,3,199,167,CO
Flat Out,8409,8468,62,1161,Green,Steamboat,0.05,Ungroomed,6898,18,10534,3636,46,34,5,13,3,199,167,CO
Giggle Gulch,7205,7605,400,2376,Green,Steamboat,0.17,Groomed,6898,18,10534,3636,46,34,5,13,3,199,167,CO
Park Lane,8934,9049,115,1108,Green,Steamboat,0.1,Groomed,6898,18,10534,3636,46,34,5,13,3,199,167,CO
Preview,6932,7133,203,1584,Green,Steamboat,0.13,Groomed,6898,18,10534,3636,46,34,5,13,3,199,167,CO
Rendezvous Way,9324,10007,682,4540,Green,Steamboat,0.15,Groomed,6898,18,10534,3636,46,34,5,13,3,199,167,CO
Right O' Way,6923,7405,486,1,Green,Steamboat,486.0,Ungroomed,6898,18,10534,3636,46,34,5,13,3,199,167,CO
Rough Rider Basin,7559,7677,118,633,Green,Steamboat,0.19,Ungroomed,6898,18,10534,3636,46,34,5,13,3,199,167,CO
Short Cut,7142,7421,279,2745,Green,Steamboat,0.1,Groomed,6898,18,10534,3636,46,34,5,13,3,199,167,CO
So What,8264,8356,92,1320,Green,Steamboat,0.07,Groomed,6898,18,10534,3636,46,34,5,13,3,199,167,CO
South Peak Flats,9262,9364,102,950,Green,Steamboat,0.11,Groomed,6898,18,10534,3636,46,34,5,13,3,199,167,CO
Spur Run,8497,9052,554,1,Green,Steamboat,554.0,Ungroomed,6898,18,10534,3636,46,34,5,13,3,199,167,CO
Stampede,6909,7133,223,1795,Green,Steamboat,0.12,Ungroomed,6898,18,10534,3636,46,34,5,13,3,199,167,CO
Sundial,10016,10374,354,1900,Green,Steamboat,0.19,Groomed,6898,18,10534,3636,46,34,5,13,3,199,167,CO
Swinger,7228,7513,285,1795,Green,Steamboat,0.16,Groomed,6898,18,10534,3636,46,34,5,13,3,199,167,CO
Tomahawk,9127,10013,886,1,Green,Steamboat,886.0,Ungroomed,6898,18,10534,3636,46,34,5,13,3,199,167,CO
Why Not,7569,9055,1486,2,Green,Steamboat,743.0,Ungroomed,6898,18,10534,3636,46,34,5,13,3,199,167,CO
Yoo Hoo,7428,7756,328,3379,Green,Steamboat,0.1,Ungroomed,6898,18,10534,3636,46,34,5,13,3,199,167,CO
Baby Powder,9390,9685,292,2006,Blue,Steamboat,0.15,Ungroomed,6898,18,10534,3636,46,34,5,13,3,199,167,CO
Bail Out,10003,10062,59,739,Blue,Steamboat,0.08,Groomed,6898,18,10534,3636,46,34,5,13,3,199,167,CO
Bashor,7461,7749,289,1320,Blue,Steamboat,0.22,Ungroomed,6898,18,10534,3636,46,34,5,13,3,199,167,CO
Between,7743,7881,138,844,Blue,Steamboat,0.16,Ungroomed,6898,18,10534,3636,46,34,5,13,3,199,167,CO
Betwixt,8140,8307,167,1689,Blue,Steamboat,0.1,Groomed,6898,18,10534,3636,46,34,5,13,3,199,167,CO
Big Foot,7661,7835,174,686,Blue,Steamboat,0.25,Ungroomed,6898,18,10534,3636,46,34,5,13,3,199,167,CO
Big Meadow,9734,9918,184,1478,Blue,Steamboat,0.12,Ungroomed,6898,18,10534,3636,46,34,5,13,3,199,167,CO
Blizzard,8533,8747,217,792,Blue,Steamboat,0.27,Groomed,6898,18,10534,3636,46,34,5,13,3,199,167,CO
Buckshot,9439,9705,262,1056,Blue,Steamboat,0.25,Groomed,6898,18,10534,3636,46,34,5,13,3,199,167,CO
Buddy's Run,9049,10335,1286,4699,Blue,Steamboat,0.27,Groomed,6898,18,10534,3636,46,34,5,13,3,199,167,CO
Calf Roper,9731,9908,177,1531,Blue,Steamboat,0.12,Groomed,6898,18,10534,3636,46,34,5,13,3,199,167,CO
Cheesy Grits,10154,10318,161,1108,Blue,Steamboat,0.15,Ungroomed,6898,18,10534,3636,46,34,5,13,3,199,167,CO
Cowboy Coffee,10072,10371,299,1425,Blue,Steamboat,0.21,Ungroomed,6898,18,10534,3636,46,34,5,13,3,199,167,CO
Cub,9731,9921,194,950,Blue,Steamboat,0.2,Ungroomed,6898,18,10534,3636,46,34,5,13,3,199,167,CO
Daybreak,8556,9150,594,2376,Blue,Steamboat,0.25,Groomed,6898,18,10534,3636,46,34,5,13,3,199,167,CO
Dusk,9478,9636,157,580,Blue,Steamboat,0.27,Ungroomed,6898,18,10534,3636,46,34,5,13,3,199,167,CO
Eagle's Nest,7753,8150,397,1425,Blue,Steamboat,0.28,Groomed,6898,18,10534,3636,46,34,5,13,3,199,167,CO
Fawn,9219,9465,249,1267,Blue,Steamboat,0.2,Ungroomed,6898,18,10534,3636,46,34,5,13,3,199,167,CO
Flintlock,9150,10213,1063,4963,Blue,Steamboat,0.21,Groomed,6898,18,10534,3636,46,34,5,13,3,199,167,CO
Frying Pan,10161,10351,190,739,Blue,Steamboat,0.26,Ungroomed,6898,18,10534,3636,46,34,5,13,3,199,167,CO
Headwall,7054,7182,128,431,Blue,Steamboat,0.3,Ungroomed,6898,18,10534,3636,46,34,5,13,3,199,167,CO
Heavenly Daze,7969,9022,1053,3379,Blue,Steamboat,0.31,Groomed,6898,18,10534,3636,46,34,5,13,3,199,167,CO
High Noon,9324,10338,1014,4646,Blue,Steamboat,0.22,Groomed,6898,18,10534,3636,46,34,5,13,3,199,167,CO
Highline,10167,10371,203,2323,Blue,Steamboat,0.09,Ungroomed,6898,18,10534,3636,46,34,5,13,3,199,167,CO
Huffman's,8789,8986,194,686,Blue,Steamboat,0.28,Groomed,6898,18,10534,3636,46,34,5,13,3,199,167,CO
Jess' Cut Off,7841,7959,121,950,Blue,Steamboat,0.13,Groomed,6898,18,10534,3636,46,34,5,13,3,199,167,CO
Kit,9934,10128,197,633,Blue,Steamboat,0.31,Groomed,6898,18,10534,3636,46,34,5,13,3,199,167,CO
Lariat,8068,8146,79,739,Blue,Steamboat,0.11,Ungroomed,6898,18,10534,3636,46,34,5,13,3,199,167,CO
Lightning,8202,8799,597,2640,Blue,Steamboat,0.23,Groomed,6898,18,10534,3636,46,34,5,13,3,199,167,CO
Lower Concentration,7635,8136,502,1953,Blue,Steamboat,0.26,Ungroomed,6898,18,10534,3636,46,34,5,13,3,199,167,CO
Lower High Noon,8448,9324,879,3484,Blue,Steamboat,0.25,Groomed,6898,18,10534,3636,46,34,5,13,3,199,167,CO
Main Drag,7638,7953,312,2270,Blue,Steamboat,0.14,Groomed,6898,18,10534,3636,46,34,5,13,3,199,167,CO
Meadow Lane,9564,9695,131,1056,Blue,Steamboat,0.12,Groomed,6898,18,10534,3636,46,34,5,13,3,199,167,CO
Moonlight,8504,9039,535,2428,Blue,Steamboat,0.22,Groomed,6898,18,10534,3636,46,34,5,13,3,199,167,CO
One O' Clock,9140,9692,548,1847,Blue,Steamboat,0.3,Ungroomed,6898,18,10534,3636,46,34,5,13,3,199,167,CO
Over Easy,10210,10531,322,1372,Blue,Steamboat,0.23,Groomed,6898,18,10534,3636,46,34,5,13,3,199,167,CO
Pup,9491,9777,285,1108,Blue,Steamboat,0.26,Ungroomed,6898,18,10534,3636,46,34,5,13,3,199,167,CO
Quickdraw,9127,10371,1243,1,Blue,Steamboat,1243.0,Ungroomed,6898,18,10534,3636,46,34,5,13,3,199,167,CO
Rainbow,8402,9757,1355,1,Blue,Steamboat,1355.0,Ungroomed,6898,18,10534,3636,46,34,5,13,3,199,167,CO
Ramrod,9295,9573,279,1267,Blue,Steamboat,0.22,Groomed,6898,18,10534,3636,46,34,5,13,3,199,167,CO
Rooster,10085,10358,269,1372,Blue,Steamboat,0.2,Groomed,6898,18,10534,3636,46,34,5,13,3,199,167,CO
Rowel,8694,8822,128,451,Blue,Steamboat,0.28,Ungroomed,6898,18,10534,3636,46,34,5,13,3,199,167,CO
Rudi's Run,8812,9068,256,1003,Blue,Steamboat,0.26,Ungroomed,6898,18,10534,3636,46,34,5,13,3,199,167,CO
Sitz,7710,8009,299,1214,Blue,Steamboat,0.25,Groomed,6898,18,10534,3636,46,34,5,13,3,199,167,CO
